100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 44 34 17
1 32 37 6
2 12 18 5
3 38 16 16
4 83 74 37
5 33 9 29
6 99 12 85
7 3 9 42
8 40 10 36
9 23 38 50
10 38 12 39
11 36 45 32
12 1 44 21
13 14 22 46
14 26 9 1
15 33 20 24
16 89 1 69
17 18 15 39
18 96 100 69
19 27 45 10
20 40 28 46
21 34 6 9
22 25 35 7
23 1 10 49
24 17 89 95
25 49 26 37
26 71 78 43
27 6 40 26
28 66 84 22
29 2 20 11
30 30 19 14
31 8 41 6
32 72 70 53
33 31 75 73
34 45 36 46
35 29 34 11
36 49 39 50
37 73 31 85
38 6 84 72
39 46 21 12
40 88 59 98
41 38 42 32
42 56 87 90
43 48 18 1
44 82 39 96
45 8 15 20
46 42 34 31
47 24 39 49
48 23 94 92
49 27 44 31
50 29 6 42
51 49 6 6
52 19 36 41
53 8 35 45
54 73 69 49
55 10 35 4
56 74 85 28
57 18 43 25
58 7 25 37
59 28 92 92
60 20 47 45
61 32 9 11
62 91 88 45
63 19 14 32
64 40 45 19
65 54 88 75
66 78 75 9
67 40 22 30
68 29 1 28
69 49 38 12
70 22 75 93
71 96 87 44
72 2 32 27
73 70 95 67
74 45 16 9
75 17 49 33
76 97 2 79
77 33 50 38
78 96 3 72
79 10 21 45
80 90 87 28
81 18 22 27
82 45 26 5
83 7 18 40
84 24 43 39
85 27 44 2
86 26 6 22
87 15 7 20
88 79 15 71
89 71 98 66
90 15 3 8
91 1 50 45
92 31 3 18
93 25 39 20
94 58 53 98
95 23 25 14
96 46 44 30
97 10 32 50
98 29 46 14
99 5 17 16
