50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 82 82 52
1 93 83 75
2 73 1 98
3 67 97 49
4 71 94 74
5 88 91 23
6 94 100 92
7 82 72 70
8 68 83 96
9 30 46 37
10 80 92 23
11 72 12 83
12 67 77 71
13 70 49 78
14 24 89 83
15 88 73 24
16 92 79 37
17 53 76 93
18 89 60 69
19 94 59 73
20 81 75 23
21 76 54 90
22 91 61 50
23 50 47 22
24 51 54 54
25 85 98 86
26 72 72 27
27 87 15 89
28 24 69 91
29 68 51 86
30 91 93 92
31 84 79 76
32 46 84 77
33 89 65 52
34 73 77 97
35 15 43 33
36 100 99 56
37 18 67 81
38 79 50 56
39 96 69 54
40 72 85 66
41 68 87 72
42 19 79 81
43 98 54 67
44 95 3 69
45 97 82 61
46 69 82 95
47 64 94 97
48 91 88 10
49 89 2 84
