200 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 8 16 22
1 22 33 25
2 33 30 11
3 26 18 5
4 35 1 28
5 26 17 32
6 5 21 13
7 24 19 12
8 27 30 26
9 11 29 34
10 22 5 20
11 15 30 28
12 14 18 21
13 10 32 31
14 2 14 14
15 23 24 16
16 6 32 19
17 15 15 6
18 15 11 20
19 19 33 34
20 7 22 10
21 8 24 31
22 1 24 7
23 34 9 3
24 4 35 24
25 4 26 15
26 27 23 31
27 34 28 12
28 19 27 35
29 30 3 2
30 10 6 6
31 9 24 27
32 10 23 31
33 13 35 25
34 31 30 31
35 5 3 28
36 8 15 22
37 11 35 21
38 13 28 16
39 1 16 11
40 33 3 15
41 9 16 25
42 13 24 31
43 33 23 35
44 32 4 31
45 12 17 16
46 21 3 30
47 33 7 31
48 27 18 16
49 12 25 9
50 26 29 27
51 6 14 15
52 10 11 35
53 22 30 7
54 31 16 10
55 2 31 29
56 27 7 20
57 14 13 3
58 17 18 3
59 27 9 26
60 2 19 17
61 4 19 19
62 6 19 33
63 33 22 34
64 30 2 5
65 17 24 24
66 34 1 30
67 22 12 12
68 17 4 12
69 14 24 18
70 22 13 10
71 2 20 19
72 21 20 25
73 30 19 4
74 8 9 31
75 35 21 20
76 29 35 33
77 5 22 3
78 24 8 20
79 4 31 14
80 16 5 35
81 17 12 22
82 32 35 4
83 20 16 15
84 34 34 32
85 18 4 33
86 19 17 2
87 25 15 11
88 16 26 7
89 22 7 7
90 6 4 6
91 15 5 8
92 19 32 24
93 27 14 28
94 6 35 31
95 10 27 2
96 33 23 27
97 22 8 34
98 5 7 33
99 12 7 1
100 17 9 29
101 32 10 34
102 34 26 14
103 33 18 11
104 33 10 28
105 10 1 16
106 28 27 7
107 21 23 9
108 17 9 17
109 20 20 9
110 25 9 29
111 15 11 16
112 32 13 10
113 22 7 27
114 23 30 29
115 33 32 8
116 14 13 35
117 26 32 1
118 6 1 5
119 5 7 13
120 25 31 9
121 24 22 29
122 9 6 7
123 35 22 27
124 11 23 23
125 14 4 13
126 31 32 22
127 14 20 17
128 18 16 35
129 19 28 34
130 29 25 3
131 35 18 14
132 1 2 2
133 1 2 27
134 35 7 15
135 1 12 4
136 17 22 17
137 10 4 2
138 22 29 12
139 18 13 13
140 18 2 26
141 1 25 17
142 13 13 6
143 21 10 33
144 14 35 19
145 13 13 14
146 22 33 4
147 28 7 34
148 24 4 5
149 24 30 14
150 1 21 33
151 20 25 13
152 4 35 23
153 3 18 4
154 23 14 11
155 28 28 29
156 27 10 6
157 9 33 28
158 22 34 34
159 12 21 29
160 6 35 5
161 15 30 5
162 18 32 32
163 31 9 13
164 3 5 23
165 9 28 9
166 1 28 24
167 27 24 8
168 26 28 34
169 35 22 34
170 16 26 23
171 22 29 13
172 7 20 12
173 28 15 32
174 33 31 4
175 33 26 10
176 24 11 18
177 13 30 35
178 23 15 32
179 26 3 13
180 23 30 29
181 27 17 28
182 11 3 34
183 25 23 28
184 16 11 7
185 32 30 31
186 7 26 23
187 11 15 30
188 26 16 34
189 5 3 16
190 30 13 22
191 29 16 5
192 33 30 35
193 10 34 1
194 9 24 9
195 29 17 31
196 32 35 25
197 21 27 27
198 31 12 32
199 21 23 27
