200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 42 48 50
1 80 17 94
2 53 76 96
3 71 11 67
4 100 73 30
5 84 1 82
6 61 72 88
7 73 42 91
8 76 75 26
9 86 44 96
10 19 19 49
11 81 2 99
12 82 81 83
13 72 17 68
14 68 5 72
15 80 21 77
16 40 99 85
17 87 76 91
18 88 44 100
19 92 24 76
20 14 94 81
21 72 41 85
22 8 24 17
23 42 45 30
24 24 4 1
25 77 50 98
26 71 2 74
27 96 50 71
28 24 78 79
29 90 80 85
30 94 4 67
31 86 22 67
32 91 67 37
33 85 30 89
34 78 29 100
35 90 45 93
36 74 9 97
37 88 68 8
38 79 31 76
39 76 42 92
40 3 35 12
41 85 21 78
42 89 73 20
43 95 67 5
44 72 39 72
45 53 95 54
46 99 23 90
47 89 11 73
48 33 77 76
49 66 22 83
50 86 42 90
51 92 48 87
52 27 4 15
53 26 73 74
54 72 15 66
55 92 17 77
56 80 35 66
57 8 76 83
58 97 15 94
59 95 91 33
60 84 18 84
61 80 24 69
62 39 14 36
63 30 72 98
64 99 7 88
65 30 45 31
66 66 12 81
67 97 46 67
68 81 46 68
69 95 16 66
70 18 88 80
71 31 94 88
72 46 24 38
73 86 39 86
74 77 18 99
75 92 34 68
76 100 97 9
77 46 98 94
78 74 13 98
79 71 97 11
80 85 99 31
81 97 27 100
82 96 18 94
83 77 25 81
84 26 11 33
85 67 7 91
86 88 47 78
87 70 30 67
88 98 11 84
89 98 17 68
90 21 30 9
91 70 20 79
92 86 5 90
93 98 15 66
94 31 70 77
95 89 62 67
96 76 36 82
97 36 88 70
98 96 31 85
99 95 7 97
100 79 28 90
101 56 55 80
102 82 22 91
103 51 82 66
104 71 97 21
105 70 23 73
106 94 20 83
107 80 100 6
108 77 11 80
109 94 32 92
110 71 30 79
111 76 68 14
112 86 31 83
113 8 87 90
114 12 6 42
115 73 14 75
116 67 10 100
117 95 21 66
118 79 41 74
119 97 28 72
120 21 45 39
121 69 72 28
122 98 42 72
123 69 23 96
124 70 20 84
125 72 61 66
126 77 9 92
127 100 96 35
128 71 20 70
129 36 18 16
130 31 82 86
131 100 4 83
132 100 45 79
133 88 9 97
134 71 1 95
135 29 91 96
136 30 69 95
137 77 30 67
138 87 14 70
139 100 26 73
140 70 38 89
141 97 12 81
142 66 2 93
143 79 28 93
144 75 36 78
145 61 77 87
146 79 33 92
147 77 10 94
148 71 48 99
149 97 15 85
150 66 84 96
151 78 13 68
152 87 49 93
153 83 15 69
154 86 29 84
155 69 46 75
156 96 49 90
157 81 24 92
158 83 29 91
159 70 22 93
160 67 2 77
161 71 79 12
162 95 76 46
163 90 91 45
164 96 68 9
165 89 79 45
166 77 70 75
167 100 39 68
168 66 44 91
169 61 72 62
170 99 20 75
171 75 48 75
172 88 38 87
173 94 33 92
174 32 29 20
175 100 34 80
176 63 71 92
177 84 20 99
178 67 39 79
179 54 94 99
180 74 16 91
181 85 91 88
182 66 17 79
183 67 50 98
184 80 74 15
185 77 7 84
186 70 26 95
187 69 23 70
188 90 27 73
189 77 73 2
190 95 3 83
191 63 88 99
192 66 29 85
193 74 99 8
194 75 79 5
195 60 71 88
196 56 73 99
197 97 15 90
198 34 99 66
199 81 11 69
