100 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 23 1 1
1 28 17 17
2 8 34 29
3 7 24 25
4 26 17 25
5 21 12 8
6 23 33 17
7 30 10 33
8 3 34 22
9 3 30 4
10 35 35 15
11 6 32 22
12 15 17 30
13 14 2 24
14 25 14 24
15 8 5 24
16 24 27 26
17 16 24 32
18 25 26 8
19 1 18 2
20 24 2 11
21 34 32 15
22 2 17 4
23 19 29 14
24 32 32 16
25 10 3 7
26 21 5 16
27 12 13 8
28 10 32 11
29 34 12 28
30 9 14 21
31 29 11 27
32 15 2 31
33 28 10 1
34 19 13 30
35 20 25 1
36 9 22 24
37 14 1 12
38 7 35 30
39 33 10 26
40 9 26 6
41 32 28 33
42 5 2 31
43 22 13 12
44 10 24 9
45 28 26 26
46 1 2 4
47 32 17 11
48 27 24 15
49 33 30 29
50 23 21 21
51 30 26 20
52 18 33 17
53 31 30 20
54 22 20 3
55 2 9 1
56 28 21 27
57 7 27 8
58 33 13 18
59 8 14 25
60 27 28 33
61 9 16 2
62 29 33 15
63 9 21 22
64 22 17 9
65 4 26 8
66 15 14 35
67 32 3 15
68 26 6 23
69 16 1 30
70 31 19 32
71 4 25 26
72 26 26 4
73 11 31 32
74 14 28 35
75 15 20 34
76 7 4 17
77 27 7 18
78 23 13 12
79 29 21 12
80 13 14 12
81 6 19 11
82 1 7 23
83 29 18 13
84 27 6 15
85 12 24 30
86 16 12 30
87 33 14 18
88 7 12 29
89 32 20 8
90 17 19 33
91 10 25 30
92 14 3 35
93 29 1 6
94 3 4 31
95 7 23 16
96 5 1 4
97 3 14 13
98 15 17 6
99 20 26 3
