200 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 4 7 3
1 3 3 1
2 10 9 1
3 4 6 4
4 8 2 8
5 6 4 1
6 1 7 8
7 10 6 4
8 7 2 9
9 1 1 6
10 9 9 4
11 5 1 3
12 6 3 5
13 8 8 8
14 8 10 1
15 7 7 5
16 9 10 1
17 9 5 5
18 6 2 8
19 9 2 1
20 2 2 8
21 3 6 9
22 2 8 1
23 2 8 2
24 7 4 9
25 4 1 7
26 7 2 8
27 1 8 8
28 5 4 6
29 6 10 9
30 7 2 8
31 7 2 9
32 8 9 5
33 8 1 2
34 5 7 2
35 6 3 2
36 5 3 8
37 7 6 3
38 1 7 9
39 3 3 2
40 5 7 1
41 1 6 6
42 9 6 4
43 3 5 6
44 3 8 5
45 10 3 1
46 10 8 10
47 4 4 2
48 3 8 2
49 2 8 7
50 9 1 9
51 1 8 4
52 3 3 5
53 4 4 8
54 6 1 3
55 8 6 5
56 4 10 4
57 3 10 9
58 3 6 9
59 5 10 5
60 9 9 1
61 2 9 8
62 8 1 5
63 9 2 1
64 8 4 7
65 3 5 9
66 5 7 8
67 3 9 4
68 1 9 1
69 2 10 4
70 3 8 10
71 5 3 3
72 9 7 6
73 1 7 4
74 4 5 2
75 10 10 8
76 6 1 3
77 4 8 10
78 6 2 6
79 7 3 8
80 10 6 3
81 7 8 7
82 5 6 4
83 4 5 9
84 2 5 2
85 7 5 4
86 10 7 2
87 3 2 10
88 3 3 3
89 5 1 8
90 7 10 2
91 3 3 10
92 4 6 7
93 2 8 9
94 7 7 6
95 4 2 10
96 2 3 5
97 5 1 2
98 6 2 7
99 3 5 1
100 8 9 5
101 5 4 2
102 9 10 2
103 9 1 1
104 5 8 6
105 8 8 4
106 4 10 8
107 9 3 6
108 7 5 2
109 2 8 5
110 7 6 7
111 8 6 5
112 2 1 2
113 6 7 7
114 4 1 1
115 3 4 1
116 5 8 5
117 5 3 2
118 6 9 9
119 3 6 3
120 8 10 9
121 4 3 2
122 1 4 1
123 4 6 10
124 1 10 8
125 3 2 4
126 8 10 1
127 9 3 6
128 1 6 9
129 1 8 9
130 6 8 8
131 7 6 3
132 5 5 4
133 3 9 9
134 9 6 3
135 1 5 3
136 9 5 9
137 9 9 10
138 2 4 2
139 7 2 8
140 9 2 2
141 8 7 2
142 9 10 10
143 10 8 3
144 9 2 6
145 10 2 4
146 3 2 4
147 6 9 9
148 4 2 2
149 3 10 1
150 10 10 4
151 7 8 8
152 8 5 5
153 9 8 1
154 5 6 5
155 9 9 10
156 10 6 2
157 7 6 5
158 6 5 1
159 2 1 5
160 6 6 10
161 8 8 9
162 8 9 1
163 2 7 1
164 8 1 10
165 8 7 2
166 7 2 1
167 1 7 2
168 9 1 4
169 3 6 7
170 7 2 1
171 10 7 5
172 10 9 5
173 9 6 4
174 8 3 3
175 2 5 2
176 2 5 2
177 9 5 8
178 10 3 5
179 8 8 10
180 10 2 8
181 7 4 1
182 9 5 4
183 8 7 6
184 5 9 9
185 9 7 10
186 7 3 3
187 4 9 10
188 6 4 3
189 10 1 9
190 3 9 8
191 5 7 3
192 5 4 7
193 7 7 7
194 6 4 1
195 4 4 2
196 7 8 7
197 7 5 3
198 5 7 2
199 8 6 6
