150 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 10 26 3
1 6 9 20
2 34 25 31
3 20 7 28
4 18 12 23
5 2 7 3
6 10 23 4
7 31 24 28
8 27 21 17
9 28 14 9
10 11 17 17
11 8 20 25
12 18 4 28
13 11 9 21
14 12 28 1
15 18 7 24
16 23 27 24
17 1 34 25
18 12 13 7
19 32 14 34
20 33 6 7
21 5 15 25
22 10 10 24
23 24 4 25
24 5 19 18
25 34 14 23
26 29 11 25
27 19 18 3
28 8 17 20
29 25 13 22
30 32 4 20
31 21 30 1
32 27 2 6
33 13 33 12
34 22 21 11
35 20 32 18
36 13 32 31
37 22 19 10
38 21 5 15
39 3 10 8
40 34 34 1
41 10 16 31
42 9 34 30
43 33 19 28
44 4 6 13
45 18 21 11
46 8 10 1
47 27 2 3
48 27 9 13
49 1 10 23
50 34 14 12
51 33 24 13
52 2 17 26
53 33 19 21
54 22 17 33
55 7 34 35
56 5 23 9
57 29 7 12
58 13 17 14
59 31 18 16
60 9 14 20
61 15 28 34
62 32 24 13
63 24 14 19
64 11 2 14
65 17 8 27
66 1 15 32
67 22 34 11
68 6 29 20
69 17 25 16
70 12 7 19
71 25 16 26
72 6 15 9
73 9 18 7
74 1 3 2
75 10 21 27
76 20 2 4
77 15 21 9
78 23 19 32
79 27 34 12
80 19 30 23
81 24 30 28
82 11 4 9
83 14 14 35
84 12 2 21
85 27 22 27
86 11 29 26
87 31 35 6
88 19 19 28
89 23 4 6
90 8 2 18
91 15 10 32
92 31 13 3
93 17 24 7
94 6 13 29
95 31 26 2
96 35 16 18
97 20 30 26
98 25 12 17
99 7 29 1
100 5 15 20
101 17 29 21
102 14 33 6
103 5 22 35
104 3 25 4
105 13 13 11
106 3 19 5
107 33 21 22
108 20 20 32
109 19 15 21
110 28 6 33
111 2 9 29
112 11 8 10
113 8 29 11
114 5 20 4
115 10 8 35
116 21 30 22
117 25 5 6
118 11 10 21
119 20 34 3
120 23 5 31
121 21 27 8
122 7 7 5
123 19 35 20
124 7 20 16
125 31 7 13
126 4 24 3
127 25 19 26
128 31 4 18
129 17 25 13
130 8 12 21
131 30 3 19
132 29 23 11
133 19 14 26
134 20 21 9
135 14 26 8
136 28 30 6
137 28 32 17
138 28 14 9
139 28 24 16
140 20 20 6
141 29 18 27
142 4 17 34
143 24 13 7
144 23 27 20
145 5 3 5
146 4 8 34
147 14 34 13
148 15 5 6
149 9 12 21
