200 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 5 2 8
1 10 6 10
2 7 4 4
3 9 3 5
4 7 1 1
5 7 3 10
6 8 10 7
7 9 1 7
8 4 7 4
9 8 6 3
10 2 6 3
11 6 10 6
12 9 6 4
13 1 5 9
14 9 9 6
15 6 2 4
16 4 1 10
17 8 2 2
18 7 3 7
19 8 5 2
20 9 5 1
21 2 1 10
22 9 5 4
23 5 1 5
24 8 3 4
25 5 6 2
26 4 1 1
27 4 9 1
28 2 7 1
29 5 5 8
30 4 7 5
31 2 5 10
32 5 4 4
33 1 6 7
34 10 8 7
35 1 2 9
36 4 4 7
37 8 1 4
38 8 4 4
39 10 8 1
40 2 4 4
41 2 9 1
42 2 7 3
43 6 2 7
44 2 5 10
45 9 10 8
46 9 5 7
47 5 5 3
48 2 9 9
49 7 3 8
50 8 8 2
51 4 1 1
52 6 6 2
53 7 5 3
54 5 2 6
55 5 1 8
56 3 9 3
57 10 3 10
58 2 5 6
59 2 9 2
60 4 8 8
61 5 8 9
62 3 10 10
63 4 1 8
64 1 3 2
65 6 6 6
66 2 8 9
67 6 2 5
68 8 2 8
69 7 5 7
70 4 5 1
71 6 8 4
72 10 2 5
73 6 6 7
74 7 2 7
75 5 5 1
76 1 8 6
77 3 7 7
78 5 9 3
79 10 6 3
80 9 9 8
81 4 9 10
82 4 9 5
83 9 4 6
84 1 10 7
85 8 10 9
86 7 8 5
87 10 5 1
88 10 6 2
89 6 6 7
90 6 7 9
91 6 6 3
92 9 5 6
93 1 1 8
94 8 10 1
95 1 9 3
96 5 6 4
97 8 6 1
98 9 1 8
99 2 8 4
100 9 2 4
101 8 3 5
102 2 9 1
103 6 8 4
104 2 9 3
105 3 3 1
106 7 1 3
107 10 4 1
108 8 2 7
109 5 9 6
110 8 9 8
111 7 5 6
112 5 6 1
113 3 8 2
114 7 6 2
115 8 7 8
116 8 5 10
117 2 2 3
118 1 4 10
119 8 7 8
120 5 1 10
121 9 10 5
122 10 9 2
123 1 5 5
124 6 3 5
125 6 1 1
126 5 7 4
127 4 10 5
128 8 1 6
129 2 1 6
130 3 5 7
131 6 1 10
132 10 10 7
133 2 6 4
134 8 5 4
135 10 6 6
136 8 2 2
137 6 4 5
138 9 5 3
139 6 7 1
140 8 5 3
141 3 8 9
142 10 3 3
143 5 5 6
144 10 7 1
145 5 9 9
146 2 7 9
147 1 10 4
148 3 1 3
149 4 9 6
150 1 3 1
151 8 7 5
152 5 2 6
153 2 9 8
154 4 5 6
155 2 10 5
156 9 5 1
157 6 9 4
158 1 4 8
159 7 8 2
160 5 1 5
161 9 3 4
162 7 8 2
163 3 2 2
164 9 4 3
165 1 2 5
166 10 9 4
167 2 10 9
168 6 2 9
169 2 3 10
170 6 5 10
171 1 10 10
172 5 6 8
173 6 1 1
174 7 6 6
175 5 4 3
176 9 10 5
177 4 10 3
178 9 2 10
179 1 1 5
180 1 9 1
181 6 1 10
182 4 10 9
183 7 10 7
184 6 2 4
185 10 2 5
186 6 8 10
187 5 8 9
188 9 7 2
189 1 2 6
190 2 8 7
191 4 8 8
192 2 5 6
193 8 4 4
194 3 7 2
195 9 3 7
196 2 7 10
197 4 8 6
198 8 4 7
199 7 5 5
