50 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 4 17 28
1 33 24 35
2 1 9 26
3 17 30 8
4 25 29 31
5 25 25 4
6 15 23 31
7 3 27 14
8 33 24 10
9 32 5 30
10 22 19 22
11 3 29 18
12 16 34 29
13 21 8 13
14 29 21 31
15 30 26 21
16 6 14 13
17 22 21 28
18 29 30 5
19 8 27 26
20 16 32 19
21 31 31 27
22 19 2 24
23 29 1 27
24 34 30 19
25 20 34 8
26 14 1 19
27 5 28 35
28 14 21 13
29 17 35 31
30 34 18 23
31 14 31 15
32 17 25 18
33 17 22 2
34 5 26 20
35 2 21 20
36 30 34 24
37 16 31 12
38 28 31 28
39 24 22 30
40 32 20 10
41 23 10 11
42 23 26 5
43 27 15 17
44 11 20 15
45 23 9 30
46 8 18 8
47 35 6 28
48 6 19 7
49 18 15 27
