50 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 7 26 27
1 17 17 17
2 18 2 21
3 10 34 23
4 31 32 19
5 23 28 19
6 20 9 1
7 5 4 23
8 32 1 15
9 9 3 35
10 24 5 7
11 3 18 28
12 5 17 13
13 19 32 12
14 2 28 15
15 26 22 23
16 17 14 29
17 12 7 4
18 22 33 14
19 25 2 10
20 6 30 7
21 35 16 21
22 28 28 14
23 21 9 32
24 15 29 13
25 32 18 23
26 24 3 11
27 21 9 9
28 21 20 15
29 34 8 14
30 9 27 16
31 35 1 19
32 2 20 32
33 1 7 19
34 3 2 22
35 18 33 9
36 4 28 35
37 17 10 34
38 4 17 6
39 24 32 33
40 5 2 9
41 14 34 33
42 24 30 14
43 28 5 10
44 4 9 1
45 5 28 27
46 33 15 28
47 23 15 13
48 4 16 19
49 16 6 34
