200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 80 81 89
1 96 85 39
2 44 91 69
3 12 68 81
4 95 51 61
5 10 86 99
6 2 94 66
7 46 74 99
8 54 58 100
9 33 75 78
10 48 68 80
11 47 87 85
12 30 71 89
13 35 36 22
14 49 67 71
15 97 28 78
16 9 72 68
17 32 83 77
18 4 79 74
19 27 92 97
20 21 98 98
21 44 16 36
22 29 87 87
23 47 72 74
24 39 100 73
25 42 90 92
26 66 13 77
27 23 38 7
28 3 66 87
29 33 98 87
30 17 11 1
31 16 89 71
32 55 57 73
33 88 70 20
34 86 95 38
35 24 74 92
36 73 77 32
37 37 84 91
38 11 98 94
39 88 90 24
40 97 74 88
41 73 71 35
42 58 69 79
43 39 78 76
44 45 95 75
45 49 91 67
46 48 83 71
47 9 42 31
48 4 67 88
49 19 45 27
50 33 94 94
51 19 66 72
52 34 78 78
53 45 73 78
54 17 76 96
55 44 69 90
56 95 10 78
57 41 73 99
58 50 91 67
59 47 88 88
60 46 88 97
61 7 95 86
62 84 61 99
63 75 12 92
64 34 50 7
65 68 32 90
66 83 93 45
67 28 72 70
68 78 43 70
69 73 78 96
70 19 67 97
71 14 77 70
72 83 5 95
73 22 81 97
74 13 90 81
75 9 100 70
76 53 82 58
77 69 11 66
78 48 16 28
79 44 84 70
80 19 78 76
81 45 92 92
82 25 87 91
83 18 86 100
84 86 42 91
85 37 89 81
86 33 79 81
87 28 15 45
88 97 91 9
89 33 76 88
90 50 99 79
91 82 66 24
92 14 96 100
93 50 88 83
94 79 48 90
95 29 78 66
96 16 99 76
97 29 76 73
98 37 71 78
99 5 24 33
100 49 84 71
101 66 90 13
102 5 94 89
103 10 67 69
104 97 2 83
105 2 77 68
106 42 84 100
107 40 83 88
108 42 96 70
109 74 33 97
110 52 99 53
111 61 60 62
112 11 90 70
113 51 90 88
114 45 70 84
115 21 85 91
116 19 29 10
117 26 92 97
118 15 71 100
119 12 81 90
120 16 90 93
121 9 93 74
122 12 72 91
123 31 85 78
124 42 97 92
125 1 72 87
126 31 74 88
127 37 92 92
128 20 72 85
129 19 100 99
130 4 98 88
131 92 100 42
132 95 2 69
133 8 50 3
134 8 18 50
135 32 83 87
136 53 51 72
137 61 66 72
138 29 19 49
139 30 82 73
140 84 84 40
141 44 88 70
142 39 88 99
143 5 92 93
144 4 17 27
145 27 96 89
146 34 84 82
147 38 92 67
148 43 25 17
149 93 16 81
150 74 71 32
151 73 93 78
152 28 78 66
153 90 70 68
154 79 40 93
155 17 84 82
156 35 84 84
157 19 99 73
158 20 66 95
159 38 85 88
160 47 78 77
161 44 76 88
162 21 76 95
163 12 75 95
164 18 74 66
165 28 83 92
166 43 41 49
167 68 10 66
168 22 76 95
169 21 67 78
170 77 66 74
171 91 78 71
172 95 85 42
173 95 12 95
174 29 81 70
175 67 74 16
176 44 74 78
177 81 95 31
178 83 44 77
179 30 21 3
180 84 7 72
181 46 86 80
182 50 77 85
183 36 15 20
184 68 79 52
185 64 91 60
186 50 84 92
187 47 68 86
188 22 80 73
189 11 91 93
190 32 2 12
191 21 88 71
192 72 46 90
193 64 53 76
194 91 5 97
195 43 86 88
196 95 96 48
197 12 67 91
198 43 71 97
199 9 86 99
