100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 99 74 25
1 69 96 33
2 38 72 90
3 71 85 30
4 78 9 85
5 85 80 20
6 88 100 21
7 69 76 19
8 73 77 39
9 82 80 14
10 66 71 67
11 93 96 39
12 22 91 76
13 74 70 46
14 82 34 73
15 94 6 70
16 77 85 99
17 34 12 38
18 67 93 2
19 39 74 100
20 86 87 14
21 28 74 74
22 69 71 85
23 98 95 56
24 95 86 4
25 73 98 49
26 76 99 28
27 84 81 49
28 68 95 19
29 91 77 36
30 85 72 43
31 99 81 18
32 92 93 32
33 88 100 2
34 19 26 30
35 77 46 71
36 40 79 76
37 71 97 29
38 97 78 44
39 75 90 32
40 88 92 98
41 16 16 7
42 85 87 39
43 88 35 84
44 67 94 43
45 72 85 16
46 42 16 23
47 82 70 19
48 65 77 92
49 31 69 89
50 87 70 24
51 73 73 2
52 88 86 73
53 91 66 7
54 9 84 72
55 44 12 27
56 78 74 4
57 93 77 2
58 69 73 84
59 81 87 14
60 100 88 29
61 56 68 85
62 85 50 82
63 82 98 37
64 76 85 3
65 67 93 48
66 75 78 27
67 73 67 18
68 70 45 82
69 68 31 93
70 77 78 5
71 64 84 89
72 88 95 23
73 92 76 48
74 80 74 3
75 93 27 74
76 98 21 86
77 89 84 96
78 12 96 80
79 74 81 26
80 99 96 30
81 83 91 16
82 98 90 34
83 85 67 19
84 92 92 36
85 71 67 17
86 37 90 85
87 36 88 87
88 72 93 9
89 27 87 96
90 70 72 32
91 12 87 68
92 88 80 44
93 79 100 37
94 77 74 30
95 15 49 34
96 40 71 77
97 81 82 34
98 99 42 94
99 68 86 15
