100 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 34 31 4
1 35 10 13
2 30 1 7
3 32 26 1
4 10 19 28
5 30 14 19
6 22 31 4
7 9 7 16
8 15 34 12
9 23 10 26
10 23 15 4
11 9 26 5
12 6 30 34
13 32 22 30
14 26 30 31
15 12 35 3
16 27 18 25
17 7 16 32
18 21 25 32
19 20 1 3
20 6 20 14
21 10 27 8
22 29 34 27
23 15 27 4
24 28 6 6
25 13 33 12
26 33 19 21
27 17 32 26
28 29 3 31
29 18 7 9
30 33 32 8
31 21 4 23
32 19 12 10
33 29 5 26
34 34 19 15
35 13 19 21
36 33 15 21
37 5 18 30
38 19 15 15
39 30 25 2
40 13 13 21
41 8 28 13
42 28 10 20
43 10 30 8
44 32 21 27
45 24 33 18
46 15 29 31
47 3 3 35
48 16 25 12
49 13 35 7
50 7 3 21
51 33 11 2
52 29 33 34
53 24 11 25
54 14 4 11
55 14 24 34
56 15 18 6
57 29 10 14
58 34 12 15
59 30 20 34
60 32 32 8
61 12 5 13
62 14 17 3
63 24 35 19
64 20 31 19
65 27 32 20
66 27 35 1
67 13 18 11
68 1 34 27
69 31 24 21
70 5 11 23
71 12 25 34
72 2 11 33
73 16 20 25
74 7 15 20
75 12 20 10
76 17 16 20
77 11 13 20
78 24 5 14
79 25 24 2
80 2 22 12
81 28 10 29
82 35 25 34
83 4 32 3
84 16 29 17
85 18 4 5
86 23 3 31
87 7 29 27
88 11 30 31
89 18 35 9
90 21 16 35
91 1 18 5
92 11 2 4
93 28 26 5
94 24 10 16
95 19 5 34
96 1 9 8
97 24 19 5
98 18 18 2
99 34 26 21
