150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 92 11 85
1 25 18 35
2 42 34 48
3 57 82 62
4 11 84 95
5 14 83 71
6 46 97 75
7 30 75 89
8 79 23 91
9 95 31 77
10 38 79 78
11 31 29 47
12 26 87 94
13 47 69 88
14 27 68 66
15 84 18 80
16 37 94 97
17 93 100 40
18 22 86 93
19 33 83 81
20 35 75 81
21 36 90 70
22 27 98 82
23 3 69 70
24 27 87 92
25 80 94 23
26 46 97 100
27 11 67 69
28 39 98 77
29 37 25 48
30 1 84 97
31 91 15 91
32 11 83 85
33 8 41 36
34 95 78 34
35 44 74 93
36 99 72 8
37 79 49 90
38 9 12 50
39 70 90 4
40 14 83 85
41 6 82 96
42 36 67 91
43 77 23 80
44 70 83 39
45 19 94 74
46 44 67 92
47 9 72 66
48 18 99 70
49 81 67 19
50 77 80 86
51 80 93 22
52 8 72 91
53 62 68 65
54 37 34 39
55 18 87 77
56 4 86 91
57 68 25 83
58 38 90 68
59 19 70 92
60 97 72 50
61 94 29 81
62 72 81 65
63 7 90 92
64 20 30 31
65 49 95 89
66 5 29 35
67 28 81 73
68 74 19 70
69 46 99 80
70 93 15 67
71 30 90 80
72 85 75 53
73 87 96 20
74 19 82 67
75 1 86 78
76 80 15 73
77 100 99 70
78 30 96 68
79 30 71 93
80 87 96 81
81 29 80 89
82 5 100 89
83 78 100 31
84 83 16 66
85 29 84 93
86 11 96 83
87 67 84 11
88 48 86 75
89 5 18 43
90 87 87 52
91 2 100 92
92 10 88 77
93 12 100 85
94 12 90 75
95 23 91 74
96 4 45 49
97 15 85 71
98 43 68 86
99 33 84 85
100 21 80 66
101 23 86 99
102 31 92 97
103 20 67 89
104 76 16 87
105 46 88 69
106 36 89 95
107 36 100 98
108 2 90 90
109 82 57 56
110 76 25 93
111 28 70 76
112 41 91 93
113 37 98 93
114 69 41 83
115 47 67 70
116 11 77 83
117 100 64 90
118 49 88 80
119 22 90 77
120 46 83 70
121 9 80 77
122 84 84 49
123 74 74 61
124 30 100 93
125 49 91 83
126 37 74 91
127 33 87 80
128 36 85 90
129 43 79 67
130 44 67 87
131 16 74 99
132 25 88 69
133 20 94 80
134 44 91 81
135 4 87 92
136 21 73 84
137 36 91 84
138 5 85 77
139 38 37 37
140 72 68 48
141 51 59 86
142 11 84 98
143 37 94 79
144 6 35 11
145 27 75 99
146 78 75 50
147 30 66 72
148 29 66 80
149 4 100 82
