150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 71 38 76
1 90 73 28
2 94 81 43
3 16 24 38
4 73 90 45
5 99 13 79
6 97 84 32
7 95 99 30
8 77 93 24
9 25 81 80
10 72 79 31
11 71 71 32
12 84 87 41
13 90 89 8
14 96 82 7
15 52 91 67
16 67 80 13
17 78 37 86
18 97 29 91
19 96 95 6
20 38 66 90
21 80 92 35
22 88 98 9
23 80 79 11
24 94 97 36
25 3 20 27
26 80 76 21
27 74 98 2
28 73 75 40
29 92 8 83
30 67 83 6
31 78 9 82
32 79 91 50
33 89 100 42
34 59 94 75
35 77 30 98
36 53 97 96
37 67 93 50
38 42 35 21
39 81 82 28
40 96 86 54
41 79 75 28
42 95 84 49
43 97 73 41
44 84 81 88
45 73 95 24
46 81 75 7
47 94 93 89
48 3 17 2
49 93 78 29
50 71 80 14
51 70 69 60
52 11 22 41
53 72 70 9
54 4 29 13
55 68 96 18
56 71 74 46
57 79 80 3
58 45 89 89
59 97 69 23
60 88 84 97
61 67 25 89
62 32 19 15
63 79 72 2
64 84 86 25
65 95 55 55
66 32 30 25
67 73 96 26
68 79 94 20
69 76 85 26
70 24 35 31
71 46 75 83
72 75 100 29
73 73 88 49
74 29 4 37
75 9 7 41
76 51 92 95
77 77 67 44
78 94 84 50
79 92 93 31
80 9 7 40
81 70 18 90
82 70 89 47
83 69 85 40
84 80 78 41
85 27 14 32
86 14 44 42
87 94 91 46
88 66 3 92
89 85 62 52
90 45 37 12
91 72 30 69
92 82 73 44
93 76 80 4
94 80 90 11
95 86 90 36
96 67 81 38
97 12 68 73
98 75 2 82
99 37 67 90
100 87 70 46
101 90 82 36
102 20 96 73
103 93 77 60
104 71 67 15
105 79 93 25
106 11 99 68
107 79 66 62
108 68 28 73
109 89 74 11
110 83 79 31
111 89 94 41
112 84 68 12
113 26 89 70
114 96 92 5
115 2 6 29
116 78 95 2
117 30 14 7
118 31 47 41
119 22 17 5
120 43 25 15
121 30 9 26
122 84 93 2
123 98 96 17
124 72 97 14
125 69 89 16
126 97 67 39
127 96 68 39
128 91 50 91
129 94 87 39
130 7 98 70
131 40 79 70
132 23 22 3
133 97 89 11
134 33 9 9
135 95 71 39
136 67 70 47
137 97 84 27
138 77 83 23
139 71 83 45
140 2 28 39
141 67 80 39
142 99 75 26
143 28 91 91
144 5 25 40
145 90 42 99
146 100 36 72
147 81 97 1
148 98 30 97
149 96 67 95
