200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 63 73 80
1 86 85 30
2 53 51 78
3 68 73 42
4 1 92 72
5 68 81 17
6 100 94 99
7 86 98 50
8 83 66 26
9 43 20 48
10 67 68 23
11 92 84 40
12 88 71 19
13 71 46 87
14 51 62 66
15 51 78 60
16 80 71 98
17 72 72 23
18 74 79 27
19 85 69 32
20 24 89 72
21 75 73 1
22 83 87 1
23 89 82 33
24 98 75 14
25 35 6 1
26 75 97 3
27 96 84 32
28 92 90 30
29 98 96 35
30 20 13 10
31 90 97 78
32 86 70 41
33 39 79 96
34 86 82 89
35 69 8 97
36 63 59 57
37 87 75 6
38 74 99 27
39 99 82 48
40 77 88 20
41 79 76 42
42 81 99 11
43 74 83 37
44 91 68 45
45 88 69 32
46 48 6 13
47 66 66 39
48 41 80 70
49 66 76 37
50 43 92 73
51 80 93 69
52 74 73 5
53 30 85 92
54 82 84 33
55 97 66 16
56 22 86 73
57 77 78 29
58 70 90 3
59 77 87 19
60 78 100 29
61 70 96 21
62 30 45 7
63 99 99 32
64 73 91 3
65 99 83 15
66 97 74 35
67 73 75 36
68 83 98 38
69 96 93 26
70 80 92 43
71 87 74 50
72 46 96 85
73 68 73 23
74 23 72 96
75 72 71 5
76 86 72 95
77 75 70 24
78 84 83 25
79 91 71 43
80 95 74 34
81 76 85 33
82 90 76 17
83 74 83 4
84 83 77 31
85 87 89 8
86 36 42 40
87 35 7 30
88 64 92 91
89 95 75 3
90 90 95 34
91 79 58 54
92 39 11 2
93 94 80 32
94 75 83 31
95 84 100 46
96 91 42 90
97 26 94 87
98 94 83 26
99 97 100 50
100 82 74 16
101 93 86 22
102 94 98 7
103 87 74 10
104 92 83 1
105 75 82 31
106 89 94 33
107 91 82 59
108 100 24 88
109 76 83 23
110 68 3 77
111 93 81 5
112 89 22 99
113 26 9 50
114 37 84 71
115 96 74 15
116 78 79 14
117 44 70 78
118 97 80 43
119 97 83 13
120 13 27 1
121 30 7 38
122 97 69 14
123 86 54 50
124 84 94 30
125 96 82 10
126 44 34 9
127 67 85 41
128 83 2 98
129 67 85 23
130 72 82 14
131 71 70 26
132 93 81 13
133 100 22 94
134 92 96 23
135 99 55 51
136 97 41 93
137 99 78 19
138 16 22 33
139 31 6 1
140 2 24 29
141 71 88 23
142 80 9 72
143 76 77 5
144 3 9 6
145 73 81 17
146 86 68 19
147 84 76 21
148 100 79 49
149 52 51 80
150 98 3 88
151 73 76 6
152 26 6 17
153 47 49 35
154 70 94 12
155 92 88 36
156 93 74 50
157 85 92 34
158 27 29 39
159 79 73 15
160 90 79 29
161 74 80 8
162 66 87 21
163 83 13 94
164 87 83 16
165 71 67 16
166 71 83 34
167 70 87 62
168 35 84 74
169 68 97 42
170 25 22 26
171 92 87 30
172 99 94 29
173 95 82 25
174 77 95 26
175 91 36 85
176 70 89 25
177 91 92 49
178 45 21 16
179 2 76 87
180 72 83 2
181 5 10 31
182 74 97 59
183 84 92 47
184 23 82 98
185 89 50 85
186 74 70 38
187 96 67 43
188 25 67 96
189 70 15 98
190 100 74 13
191 78 95 36
192 81 77 12
193 95 88 8
194 75 95 6
195 48 17 6
196 19 12 40
197 74 35 85
198 71 81 42
199 84 45 97
