100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 66 46 93
1 82 13 99
2 50 63 52
3 32 90 86
4 73 38 98
5 95 25 98
6 99 22 68
7 49 5 10
8 36 2 22
9 7 40 4
10 89 20 79
11 78 68 78
12 92 16 81
13 83 85 50
14 66 43 67
15 79 78 74
16 80 7 82
17 71 91 59
18 97 11 75
19 72 11 70
20 2 78 73
21 97 6 99
22 93 39 79
23 94 6 92
24 47 6 8
25 21 34 3
26 25 40 41
27 87 4 79
28 37 72 100
29 98 50 91
30 91 31 97
31 98 15 67
32 87 28 77
33 19 29 8
34 91 6 67
35 60 96 56
36 89 15 98
37 94 23 86
38 40 91 85
39 98 82 6
40 85 22 85
41 67 74 16
42 86 2 72
43 73 38 78
44 73 29 90
45 93 3 74
46 42 94 98
47 74 1 87
48 82 49 69
49 73 40 79
50 17 18 20
51 71 8 81
52 35 96 84
53 69 45 91
54 26 69 76
55 22 79 93
56 40 15 14
57 69 37 92
58 83 43 78
59 94 11 77
60 79 17 71
61 77 87 87
62 94 83 23
63 71 40 77
64 95 31 77
65 98 29 83
66 77 44 97
67 8 42 14
68 75 90 50
69 70 54 60
70 26 68 69
71 12 88 81
72 36 44 23
73 99 57 81
74 35 91 68
75 71 3 99
76 68 44 81
77 79 36 97
78 66 11 70
79 81 35 96
80 35 92 93
81 70 58 65
82 73 34 97
83 1 34 28
84 89 7 86
85 74 2 94
86 40 48 46
87 43 95 82
88 77 5 71
89 79 16 89
90 90 41 75
91 97 22 80
92 88 88 36
93 83 81 100
94 63 79 57
95 98 88 99
96 78 2 91
97 48 100 71
98 63 70 95
99 15 69 67
