150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 89 93 38
1 29 95 88
2 49 83 67
3 85 56 100
4 72 47 83
5 78 75 22
6 97 74 19
7 82 12 67
8 80 87 7
9 73 5 98
10 90 98 77
11 75 78 11
12 87 9 90
13 15 33 9
14 17 20 38
15 10 74 73
16 83 72 30
17 19 42 6
18 71 99 24
19 66 72 45
20 64 85 86
21 23 17 4
22 98 75 75
23 50 27 42
24 72 75 96
25 98 95 18
26 73 70 48
27 67 47 93
28 79 87 25
29 66 83 24
30 89 86 37
31 23 22 43
32 92 97 34
33 86 83 31
34 24 97 73
35 48 91 99
36 44 82 87
37 10 89 69
38 70 80 26
39 83 54 68
40 24 7 25
41 91 78 13
42 34 13 6
43 91 97 20
44 25 97 98
45 77 22 70
46 80 95 46
47 79 90 44
48 72 87 15
49 70 90 10
50 87 83 25
51 38 100 91
52 99 76 48
53 91 87 80
54 66 100 16
55 96 89 35
56 68 44 97
57 91 83 2
58 67 90 46
59 83 70 52
60 75 77 12
61 15 74 95
62 64 54 82
63 24 29 33
64 93 60 76
65 14 16 38
66 99 79 52
67 74 17 78
68 70 87 33
69 75 77 45
70 86 66 2
71 68 92 21
72 83 69 30
73 40 46 40
74 85 99 40
75 63 54 63
76 88 76 27
77 89 66 7
78 45 73 77
79 29 71 89
80 75 98 5
81 72 76 30
82 86 87 12
83 98 69 21
84 97 80 10
85 87 85 5
86 87 79 31
87 74 78 25
88 67 100 15
89 7 15 46
90 96 18 90
91 48 89 67
92 69 67 11
93 12 72 70
94 77 89 38
95 91 70 5
96 100 88 9
97 88 93 82
98 69 92 19
99 50 55 73
100 77 91 35
101 92 79 64
102 89 89 40
103 32 96 89
104 80 12 88
105 75 84 20
106 68 10 86
107 84 67 16
108 68 83 8
109 74 93 46
110 70 100 16
111 78 70 32
112 71 92 35
113 82 83 27
114 78 88 30
115 84 77 10
116 68 51 95
117 67 74 62
118 90 90 40
119 70 89 22
120 68 54 97
121 85 98 37
122 73 88 43
123 29 79 75
124 32 37 21
125 85 82 41
126 88 82 46
127 58 85 51
128 87 81 11
129 76 95 34
130 77 82 5
131 84 83 94
132 83 70 8
133 19 43 20
134 99 87 14
135 27 79 91
136 94 100 42
137 89 75 88
138 72 98 4
139 91 97 30
140 83 37 78
141 92 81 12
142 86 94 7
143 90 75 18
144 56 68 83
145 42 79 75
146 80 92 22
147 100 83 36
148 36 1 24
149 77 85 46
