50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 49 35 44
1 85 92 19
2 25 3 8
3 79 83 92
4 96 56 80
5 48 38 36
6 16 35 33
7 16 8 37
8 97 31 82
9 50 69 57
10 85 65 50
11 17 4 3
12 48 27 22
13 11 9 33
14 33 46 12
15 6 3 43
16 25 100 80
17 90 70 22
18 32 36 16
19 8 20 23
20 98 60 85
21 47 45 14
22 4 38 10
23 2 45 8
24 40 15 5
25 87 35 79
26 34 31 38
27 90 33 99
28 88 6 89
29 95 92 50
30 11 22 41
31 41 10 19
32 14 39 20
33 28 2 45
34 16 43 19
35 8 47 8
36 4 8 3
37 78 93 43
38 97 20 83
39 1 40 43
40 92 92 35
41 45 41 1
42 80 84 44
43 45 19 34
44 66 73 46
45 67 8 78
46 74 21 71
47 17 18 4
48 16 16 27
49 6 13 4
