200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 22 79 67
1 19 57 61
2 6 57 35
3 62 4 34
4 20 6 42
5 56 28 51
6 77 15 74
7 40 2 56
8 15 64 99
9 7 31 40
10 35 77 64
11 39 71 27
12 64 67 49
13 14 84 54
14 6 100 67
15 1 5 97
16 3 26 95
17 99 73 13
18 26 20 40
19 39 58 77
20 28 46 42
21 45 6 45
22 48 56 55
23 88 12 22
24 35 86 51
25 60 39 27
26 73 72 30
27 33 56 10
28 61 2 16
29 96 10 67
30 81 36 52
31 5 36 85
32 62 69 87
33 26 21 64
34 63 63 64
35 60 83 90
36 47 29 2
37 55 72 59
38 61 25 19
39 17 13 60
40 67 25 73
41 39 18 6
42 81 94 6
43 87 79 46
44 7 6 69
45 90 19 77
46 60 34 44
47 2 20 92
48 77 30 46
49 30 26 3
50 51 55 69
51 95 18 42
52 7 45 81
53 20 68 32
54 80 31 9
55 2 68 19
56 68 94 84
57 1 10 99
58 83 20 45
59 29 50 27
60 79 39 19
61 78 19 98
62 38 53 47
63 21 4 11
64 64 98 67
65 65 23 25
66 39 65 44
67 21 11 90
68 1 51 3
69 22 44 52
70 93 96 70
71 83 81 17
72 25 83 84
73 1 49 58
74 18 91 24
75 26 60 4
76 16 7 57
77 6 98 76
78 44 10 72
79 15 59 8
80 90 18 23
81 63 46 79
82 97 24 4
83 72 25 77
84 6 77 38
85 87 65 76
86 86 37 80
87 95 52 52
88 37 69 19
89 51 99 46
90 77 24 28
91 29 89 42
92 80 68 51
93 22 58 23
94 43 85 14
95 82 38 4
96 88 97 69
97 31 61 6
98 10 64 63
99 1 77 15
100 28 93 39
101 51 44 88
102 3 60 4
103 45 95 5
104 89 90 74
105 18 68 52
106 76 26 24
107 79 41 86
108 33 71 64
109 22 60 93
110 5 46 57
111 12 22 81
112 16 51 56
113 78 77 79
114 92 23 99
115 47 36 83
116 93 56 33
117 37 29 52
118 44 31 25
119 23 90 45
120 22 60 87
121 58 19 58
122 55 26 35
123 66 68 78
124 49 98 16
125 49 22 68
126 72 64 77
127 21 61 16
128 95 58 47
129 9 72 17
130 36 66 34
131 49 24 81
132 37 63 56
133 49 97 21
134 79 58 65
135 97 17 99
136 41 19 75
137 77 7 60
138 8 84 34
139 91 60 32
140 43 66 50
141 90 89 50
142 39 42 84
143 8 46 47
144 43 24 86
145 90 76 92
146 33 72 36
147 94 75 11
148 4 64 38
149 93 14 41
150 10 4 10
151 93 60 74
152 18 61 21
153 69 8 45
154 93 96 91
155 23 69 20
156 12 40 18
157 89 16 87
158 60 69 99
159 6 27 11
160 28 58 58
161 14 28 47
162 90 49 93
163 60 65 79
164 8 29 16
165 84 95 82
166 99 70 89
167 1 21 70
168 43 89 8
169 95 74 53
170 23 46 55
171 36 35 65
172 70 87 19
173 29 54 54
174 28 83 97
175 36 37 78
176 30 53 16
177 31 73 66
178 82 35 23
179 16 2 42
180 86 42 54
181 73 54 45
182 17 5 28
183 90 97 92
184 5 31 29
185 37 47 88
186 39 23 99
187 60 9 52
188 10 76 13
189 64 3 83
190 15 69 98
191 69 27 93
192 27 100 29
193 95 41 23
194 90 48 79
195 62 92 54
196 73 10 13
197 67 81 15
198 29 43 88
199 66 18 28
