50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 5 1 35
1 91 67 43
2 48 46 24
3 69 20 85
4 33 37 37
5 79 38 88
6 8 98 93
7 6 35 13
8 7 25 17
9 13 45 10
10 6 28 22
11 41 27 47
12 78 79 43
13 17 30 34
14 3 20 9
15 46 16 33
16 23 26 4
17 48 44 24
18 46 31 34
19 45 45 32
20 39 16 28
21 4 91 73
22 76 35 86
23 77 50 70
24 70 93 56
25 96 69 41
26 20 41 2
27 23 84 80
28 45 29 23
29 27 74 96
30 92 73 13
31 97 31 69
32 9 33 16
33 87 88 28
34 41 77 69
35 76 74 54
36 16 74 81
37 11 41 43
38 37 2 12
39 68 100 20
40 28 34 25
41 16 81 97
42 18 8 3
43 76 5 72
44 29 34 13
45 27 17 16
46 40 38 23
47 33 66 91
48 8 33 23
49 1 84 70
