50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 90 8 93
1 72 5 66
2 73 1 98
3 67 97 49
4 99 48 91
5 88 91 23
6 94 100 92
7 74 32 91
8 99 46 74
9 30 46 37
10 80 92 23
11 72 12 83
12 75 22 77
13 70 49 78
14 24 89 83
15 88 73 24
16 92 79 37
17 70 41 84
18 89 60 69
19 100 28 91
20 81 75 23
21 76 54 90
22 95 38 91
23 50 47 22
24 86 10 74
25 71 32 93
26 72 72 27
27 87 15 89
28 24 69 91
29 88 14 85
30 91 93 92
31 94 16 73
32 46 84 77
33 89 65 52
34 73 77 97
35 15 43 33
36 100 99 56
37 18 67 81
38 79 50 56
39 80 8 79
40 83 17 69
41 97 33 99
42 19 79 81
43 82 14 73
44 95 3 69
45 97 82 61
46 79 43 74
47 90 27 71
48 91 88 10
49 89 2 84
