150 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 3 9 3
1 8 1 9
2 10 3 1
3 9 3 2
4 4 3 7
5 9 2 2
6 7 8 9
7 8 10 2
8 3 2 9
9 9 2 2
10 2 7 6
11 5 7 7
12 2 8 5
13 3 4 5
14 5 2 7
15 5 8 1
16 2 2 9
17 10 5 5
18 3 9 5
19 7 10 8
20 1 10 9
21 3 3 3
22 2 10 5
23 9 2 6
24 3 6 4
25 4 3 6
26 2 5 4
27 1 5 3
28 5 3 7
29 4 4 4
30 2 4 5
31 10 7 2
32 4 4 1
33 7 10 8
34 5 8 6
35 8 5 8
36 2 7 7
37 3 6 4
38 2 5 9
39 1 3 4
40 6 9 6
41 7 5 3
42 2 3 3
43 2 7 4
44 10 6 8
45 1 1 4
46 7 3 1
47 8 1 4
48 1 4 2
49 7 1 10
50 4 9 8
51 5 10 6
52 4 1 4
53 1 5 4
54 7 5 10
55 1 3 3
56 5 4 3
57 6 3 1
58 7 10 1
59 5 2 8
60 2 7 2
61 5 6 5
62 5 6 7
63 9 10 4
64 6 2 2
65 5 7 10
66 5 10 10
67 2 3 5
68 1 8 5
69 1 8 4
70 1 8 4
71 3 10 2
72 6 1 10
73 6 6 1
74 4 5 2
75 3 4 7
76 8 1 8
77 2 10 2
78 10 6 4
79 5 2 8
80 3 5 2
81 2 1 5
82 4 10 4
83 7 10 10
84 5 4 9
85 3 4 9
86 8 6 5
87 4 6 8
88 4 5 7
89 6 2 9
90 7 3 10
91 10 2 3
92 7 10 7
93 5 10 1
94 6 2 8
95 3 2 1
96 6 3 9
97 10 5 10
98 6 10 8
99 10 9 10
100 4 2 6
101 4 3 3
102 1 7 9
103 4 1 7
104 1 5 8
105 2 1 9
106 6 4 10
107 10 8 5
108 3 7 1
109 10 8 6
110 7 2 8
111 8 9 1
112 3 7 10
113 10 6 2
114 5 5 6
115 7 9 1
116 6 4 8
117 5 9 2
118 10 5 5
119 7 5 6
120 2 6 8
121 5 1 8
122 9 2 6
123 4 2 1
124 1 2 2
125 5 7 7
126 4 8 9
127 6 10 5
128 3 5 3
129 9 4 7
130 3 5 9
131 4 7 9
132 4 2 10
133 9 6 7
134 6 5 4
135 7 6 9
136 10 9 4
137 10 1 2
138 1 9 2
139 5 2 8
140 9 10 9
141 10 2 8
142 10 6 7
143 9 2 6
144 3 8 3
145 8 8 9
146 3 6 3
147 5 10 6
148 10 3 5
149 2 7 6
