150 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 7 5 4
1 22 16 15
2 17 32 1
3 27 3 13
4 12 21 35
5 4 4 11
6 5 14 34
7 29 35 19
8 28 9 12
9 4 4 4
10 9 31 32
11 8 31 15
12 29 33 32
13 13 20 22
14 4 21 17
15 34 11 10
16 12 15 8
17 34 13 14
18 19 10 33
19 27 4 15
20 31 20 7
21 13 30 31
22 13 19 34
23 32 31 8
24 24 20 24
25 22 18 8
26 7 9 21
27 3 2 29
28 13 18 18
29 20 28 4
30 22 30 27
31 23 25 9
32 7 7 15
33 29 13 30
34 24 10 9
35 4 20 17
36 4 15 20
37 21 5 11
38 10 31 2
39 3 35 5
40 3 5 2
41 19 15 9
42 31 30 21
43 32 29 35
44 11 5 27
45 1 2 14
46 6 13 16
47 16 28 30
48 17 24 13
49 15 19 28
50 17 1 35
51 10 22 22
52 24 16 24
53 28 14 5
54 14 35 18
55 32 35 27
56 12 12 30
57 23 10 12
58 28 13 2
59 26 18 17
60 29 19 26
61 3 31 31
62 30 30 24
63 2 23 18
64 26 11 19
65 16 20 28
66 26 6 1
67 28 35 7
68 35 13 24
69 19 24 15
70 2 33 29
71 21 28 34
72 27 26 21
73 29 9 26
74 8 21 23
75 21 21 25
76 2 27 28
77 21 9 17
78 27 10 5
79 23 11 30
80 22 4 23
81 7 17 7
82 7 28 29
83 31 24 19
84 26 25 17
85 27 35 20
86 27 16 7
87 32 13 7
88 11 9 13
89 14 29 33
90 1 14 26
91 3 5 25
92 30 9 30
93 13 7 14
94 9 14 16
95 9 24 16
96 8 13 22
97 23 3 18
98 2 3 25
99 29 5 3
100 25 7 22
101 32 22 21
102 8 6 25
103 30 17 30
104 8 15 23
105 5 23 17
106 32 2 11
107 35 23 29
108 6 28 33
109 17 26 27
110 19 19 28
111 1 14 35
112 1 5 19
113 29 31 2
114 21 13 3
115 2 19 24
116 22 9 16
117 2 5 33
118 8 33 29
119 15 34 16
120 5 5 33
121 15 22 6
122 16 35 30
123 3 11 4
124 21 21 7
125 9 20 13
126 11 31 28
127 21 10 4
128 21 32 22
129 18 9 22
130 20 35 21
131 6 15 35
132 5 3 27
133 21 3 9
134 10 4 7
135 17 16 13
136 12 12 1
137 24 9 15
138 11 34 2
139 17 21 28
140 27 5 5
141 2 6 8
142 21 8 16
143 1 22 1
144 13 15 30
145 10 35 27
146 34 35 5
147 8 14 8
148 30 19 4
149 13 9 3
