50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 85 1 100
1 91 67 43
2 48 46 24
3 69 20 85
4 98 37 77
5 79 38 88
6 8 98 93
7 96 35 83
8 67 25 92
9 98 45 100
10 86 28 67
11 76 27 97
12 78 79 43
13 82 30 89
14 93 20 84
15 71 16 68
16 73 26 94
17 78 44 74
18 46 31 34
19 45 45 32
20 74 16 73
21 4 91 73
22 76 35 86
23 77 50 70
24 70 93 56
25 96 69 41
26 100 41 87
27 23 84 80
28 85 29 83
29 27 74 96
30 92 73 13
31 97 31 69
32 74 33 96
33 87 88 28
34 41 77 69
35 76 74 54
36 16 74 81
37 91 41 98
38 67 2 97
39 68 100 20
40 88 34 100
41 16 81 97
42 88 8 68
43 76 5 72
44 94 34 78
45 97 17 76
46 90 38 93
47 33 66 91
48 93 33 68
49 1 84 70
