200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 93 31 37
1 32 63 65
2 48 65 41
3 71 3 90
4 30 71 53
5 1 42 52
6 95 76 73
7 44 84 92
8 37 60 21
9 51 54 4
10 62 85 30
11 15 85 43
12 94 8 71
13 75 22 91
14 17 24 89
15 73 64 61
16 46 2 89
17 40 35 81
18 65 21 55
19 79 48 94
20 27 42 65
21 73 49 61
22 46 64 57
23 49 14 38
24 9 90 34
25 64 1 40
26 32 93 36
27 29 43 87
28 19 87 55
29 80 28 32
30 80 56 71
31 54 39 2
32 40 38 81
33 23 40 20
34 61 60 86
35 20 53 78
36 18 65 37
37 31 90 96
38 68 93 61
39 21 31 36
40 38 73 20
41 79 1 35
42 88 39 21
43 68 93 10
44 2 34 96
45 87 17 86
46 31 23 95
47 58 67 16
48 27 98 16
49 67 65 24
50 66 39 92
51 11 44 70
52 10 41 100
53 97 75 92
54 91 11 20
55 27 11 59
56 7 42 55
57 54 33 83
58 77 8 83
59 57 64 16
60 62 79 22
61 79 14 99
62 61 74 53
63 93 62 4
64 90 62 90
65 97 89 74
66 29 6 90
67 62 57 47
68 27 44 77
69 39 34 48
70 27 48 100
71 47 80 14
72 96 15 90
73 30 44 79
74 8 99 86
75 75 46 45
76 34 15 8
77 30 32 68
78 14 58 90
79 59 26 44
80 21 75 30
81 52 97 87
82 52 40 54
83 25 16 70
84 29 94 57
85 3 84 53
86 64 42 27
87 60 10 56
88 76 41 17
89 12 62 67
90 71 29 66
91 30 40 23
92 59 92 69
93 7 4 23
94 26 70 36
95 15 72 37
96 98 13 27
97 32 3 34
98 80 32 18
99 42 7 16
100 22 34 14
101 52 15 9
102 29 61 19
103 78 73 61
104 83 55 48
105 70 51 1
106 98 82 2
107 16 28 19
108 47 39 67
109 10 10 14
110 15 54 24
111 100 81 21
112 7 63 90
113 62 52 32
114 3 35 34
115 43 87 3
116 4 48 40
117 1 47 56
118 46 11 15
119 75 37 98
120 20 96 54
121 99 57 54
122 49 86 22
123 90 82 87
124 91 98 98
125 9 9 13
126 66 52 7
127 74 20 77
128 93 11 45
129 69 78 69
130 79 55 33
131 10 43 29
132 36 12 22
133 81 52 77
134 30 27 80
135 1 72 39
136 12 27 42
137 70 89 72
138 87 9 32
139 43 58 88
140 13 62 21
141 86 100 22
142 18 38 71
143 41 100 48
144 49 40 49
145 38 78 29
146 7 88 19
147 43 2 4
148 74 29 5
149 14 85 34
150 81 41 8
151 5 10 83
152 24 70 28
153 58 78 89
154 63 84 66
155 83 83 69
156 2 25 1
157 74 98 8
158 82 94 14
159 7 86 44
160 46 10 80
161 10 10 75
162 28 77 27
163 61 4 23
164 83 5 43
165 84 53 34
166 61 23 4
167 77 84 83
168 86 73 99
169 100 72 74
170 6 26 33
171 57 89 73
172 92 20 62
173 78 100 42
174 38 11 44
175 13 56 95
176 44 6 63
177 8 15 15
178 13 40 82
179 76 68 18
180 13 15 64
181 82 97 33
182 76 78 14
183 55 43 68
184 76 91 27
185 2 90 36
186 77 16 18
187 41 15 60
188 56 16 64
189 100 33 96
190 30 33 12
191 29 26 30
192 98 100 40
193 15 99 36
194 29 4 69
195 79 7 26
196 12 55 80
197 36 47 72
198 91 12 7
199 66 93 92
