100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 77 92 29
1 37 30 13
2 20 16 10
3 87 91 12
4 88 68 47
5 78 97 16
6 26 35 45
7 78 75 1
8 67 100 3
9 85 88 10
10 92 92 14
11 11 98 72
12 76 77 11
13 86 97 46
14 85 70 15
15 95 77 3
16 94 74 71
17 28 78 66
18 10 96 71
19 84 98 28
20 72 79 22
21 20 42 44
22 98 64 78
23 79 87 15
24 80 67 36
25 88 93 31
26 74 99 32
27 93 99 3
28 92 7 86
29 97 72 38
30 29 15 5
31 94 92 50
32 80 92 42
33 70 66 32
34 88 89 34
35 89 70 36
36 80 73 36
37 85 100 15
38 23 83 81
39 98 89 38
40 86 96 11
41 85 99 23
42 91 50 68
43 100 15 82
44 13 71 71
45 92 82 20
46 82 79 49
47 47 48 41
48 88 81 3
49 85 93 21
50 52 84 70
51 39 31 24
52 79 96 44
53 83 78 41
54 78 84 27
55 85 68 13
56 72 74 18
57 82 95 50
58 77 46 76
59 73 81 14
60 81 88 33
61 69 98 26
62 76 68 71
63 79 92 91
64 16 24 25
65 85 76 16
66 99 94 19
67 75 87 34
68 99 66 10
69 89 87 46
70 86 85 47
71 78 67 24
72 69 91 27
73 18 42 26
74 35 97 89
75 89 23 70
76 69 29 84
77 97 29 80
78 100 76 10
79 83 84 50
80 94 43 85
81 87 74 14
82 95 97 12
83 96 81 31
84 67 73 24
85 29 6 15
86 95 78 41
87 8 15 33
88 44 80 89
89 37 48 39
90 70 67 48
91 46 45 8
92 74 68 24
93 91 84 31
94 83 95 34
95 23 88 89
96 48 43 41
97 57 53 92
98 87 77 11
99 3 34 1
