150 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 13 2 11
1 32 12 24
2 4 3 7
3 11 22 12
4 15 34 8
5 21 28 17
6 33 25 5
7 18 4 10
8 10 20 24
9 8 24 3
10 21 9 26
11 9 10 6
12 24 34 16
13 34 18 2
14 5 5 14
15 6 3 34
16 20 16 7
17 30 32 2
18 35 16 28
19 30 24 10
20 5 11 15
21 6 28 27
22 26 27 4
23 13 18 26
24 10 24 2
25 23 15 11
26 31 5 29
27 34 12 21
28 16 10 17
29 29 19 1
30 23 27 21
31 2 16 31
32 20 24 4
33 1 5 1
34 2 2 1
35 29 5 15
36 5 34 13
37 22 13 3
38 34 32 29
39 30 13 4
40 17 33 4
41 24 33 23
42 8 17 16
43 15 8 9
44 11 3 19
45 11 5 28
46 2 27 30
47 30 10 24
48 17 24 11
49 29 28 29
50 27 3 18
51 11 8 18
52 30 27 33
53 25 11 7
54 28 15 11
55 27 31 14
56 6 10 26
57 23 8 26
58 22 6 35
59 19 32 16
60 32 32 14
61 11 26 25
62 23 34 12
63 9 18 11
64 30 23 7
65 33 34 17
66 14 17 7
67 19 1 17
68 16 4 8
69 21 6 16
70 18 5 24
71 7 17 21
72 10 18 35
73 26 4 17
74 10 14 15
75 20 9 31
76 18 15 24
77 30 35 6
78 15 23 23
79 32 13 13
80 23 26 35
81 1 13 33
82 7 7 34
83 19 8 9
84 21 2 1
85 18 2 2
86 30 18 2
87 2 14 11
88 25 29 8
89 25 14 34
90 20 19 9
91 34 8 1
92 29 8 20
93 13 25 7
94 20 6 20
95 27 3 2
96 35 34 35
97 34 5 31
98 9 3 12
99 25 22 1
100 24 18 17
101 8 13 17
102 14 12 25
103 25 10 26
104 17 20 35
105 2 16 11
106 9 33 4
107 5 5 7
108 17 11 29
109 3 11 18
110 29 20 15
111 9 18 25
112 34 7 8
113 18 13 35
114 22 23 28
115 18 2 34
116 8 28 10
117 6 3 4
118 10 15 9
119 27 1 24
120 8 31 15
121 28 15 17
122 5 22 10
123 25 25 11
124 28 6 26
125 6 25 18
126 10 24 13
127 24 12 15
128 9 20 25
129 3 5 1
130 15 34 20
131 27 4 26
132 17 7 8
133 3 33 27
134 9 8 32
135 1 21 13
136 6 15 33
137 14 26 7
138 5 11 27
139 21 29 29
140 20 26 1
141 10 15 17
142 12 34 23
143 31 24 2
144 4 26 23
145 3 24 26
146 8 26 6
147 2 19 21
148 30 14 4
149 14 28 26
