50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 87 28 91
1 81 49 84
2 80 48 74
3 10 93 69
4 33 81 67
5 86 81 74
6 66 30 100
7 43 9 4
8 30 100 100
9 21 20 48
10 22 93 82
11 53 83 71
12 76 79 3
13 58 90 84
14 89 29 78
15 79 46 97
16 76 27 85
17 98 43 67
18 86 49 82
19 68 37 87
20 77 32 70
21 80 18 98
22 80 87 3
23 64 52 94
24 25 4 46
25 77 30 85
26 9 20 13
27 38 80 90
28 71 21 69
29 92 32 84
30 8 17 22
31 96 23 95
32 69 18 86
33 88 7 69
34 68 32 91
35 88 73 71
36 95 45 68
37 91 27 95
38 100 25 88
39 91 92 46
40 80 83 91
41 92 26 74
42 89 38 81
43 96 10 78
44 100 17 68
45 71 15 81
46 40 76 78
47 100 84 87
48 68 11 85
49 78 40 95
