200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 84 17 89
1 11 6 7
2 12 4 34
3 6 42 6
4 1 27 15
5 68 86 89
6 14 49 7
7 40 75 92
8 75 54 66
9 88 95 50
10 97 79 69
11 1 5 47
12 96 85 49
13 83 76 20
14 39 8 27
15 46 42 45
16 45 48 6
17 38 12 22
18 36 1 10
19 27 23 22
20 33 6 10
21 2 66 86
22 17 31 36
23 95 36 70
24 94 37 71
25 14 83 68
26 62 57 85
27 29 2 5
28 94 11 80
29 17 13 10
30 25 23 39
31 6 31 44
32 37 29 46
33 6 19 40
34 27 10 34
35 50 88 85
36 30 46 30
37 3 1 5
38 45 18 42
39 45 31 20
40 32 30 31
41 2 18 19
42 44 34 1
43 49 33 20
44 29 50 27
45 39 19 28
46 48 38 3
47 21 4 11
48 93 86 60
49 100 99 15
50 77 76 77
51 1 93 77
52 74 72 79
53 33 31 17
54 33 34 1
55 8 18 41
56 55 75 63
57 7 7 6
58 26 44 10
59 95 9 73
60 18 23 13
61 29 47 24
62 93 94 59
63 27 38 37
64 26 36 37
65 45 2 2
66 19 19 1
67 46 27 24
68 29 39 42
69 18 1 22
70 23 43 35
71 70 74 65
72 47 19 31
73 6 75 84
74 81 67 15
75 43 39 1
76 56 95 76
77 61 64 78
78 40 24 18
79 2 26 26
80 53 63 59
81 91 74 22
82 43 5 46
83 12 22 31
84 1 6 28
85 29 42 23
86 47 36 33
87 71 83 37
88 2 44 31
89 23 40 45
90 70 37 88
91 8 5 26
92 16 18 28
93 48 16 49
94 73 22 69
95 21 11 16
96 8 47 9
97 97 36 91
98 66 56 95
99 13 6 49
100 21 29 8
101 47 17 49
102 19 85 97
103 10 8 34
104 76 73 70
105 81 95 40
106 50 39 42
107 70 65 98
108 89 91 40
109 42 33 22
110 44 25 11
111 68 84 92
112 100 86 85
113 43 10 24
114 11 21 19
115 45 43 46
116 23 89 85
117 75 18 89
118 37 10 19
119 6 27 11
120 8 8 14
121 47 40 49
122 95 70 29
123 29 16 34
124 32 49 20
125 1 21 20
126 69 68 45
127 94 58 98
128 36 35 15
129 37 19 29
130 87 87 89
131 36 37 28
132 3 16 31
133 76 82 35
134 91 72 42
135 42 4 23
136 78 53 94
137 40 47 42
138 31 29 37
139 38 39 23
140 10 9 2
141 26 13 14
142 93 85 19
143 19 27 43
144 50 29 45
145 23 70 78
146 12 42 4
147 90 73 17
148 15 99 93
149 16 18 28
150 50 66 78
151 31 10 48
152 79 14 82
153 80 32 72
154 45 10 4
155 93 31 96
156 15 4 40
157 90 41 82
158 2 83 91
159 32 3 20
160 79 80 12
161 78 19 90
162 71 6 77
163 98 31 69
164 14 29 22
165 85 76 81
166 21 82 88
167 17 2 28
168 30 83 91
169 29 36 20
170 14 25 25
171 54 52 77
172 11 19 44
173 85 20 89
174 68 2 85
175 36 41 28
176 48 77 84
177 27 3 1
178 4 6 50
179 10 5 3
180 69 37 69
181 34 37 19
182 48 44 19
183 42 47 30
184 3 47 32
185 54 80 62
186 9 3 20
187 31 30 5
188 36 26 13
189 29 21 37
190 26 48 12
191 97 82 47
192 20 28 15
193 93 53 76
194 1 29 4
195 13 24 26
196 72 91 16
197 12 4 38
198 11 22 2
199 31 30 4
