100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 92 22 86
1 70 61 89
2 60 97 99
3 44 12 48
4 93 38 89
5 93 43 77
6 66 50 73
7 99 13 79
8 71 73 2
9 39 76 81
10 90 82 39
11 89 27 75
12 80 75 31
13 86 32 88
14 89 81 69
15 69 6 72
16 98 45 91
17 89 87 72
18 86 19 98
19 92 31 68
20 73 20 87
21 98 4 94
22 75 31 70
23 73 16 88
24 72 10 74
25 29 16 19
26 69 78 45
27 50 26 28
28 90 31 79
29 98 40 88
30 74 72 26
31 56 80 87
32 83 61 89
33 88 41 88
34 94 14 70
35 64 84 72
36 86 50 99
37 89 57 77
38 72 39 94
39 74 92 16
40 81 44 80
41 69 75 48
42 98 10 78
43 73 48 74
44 68 49 79
45 98 27 74
46 87 22 69
47 87 27 86
48 31 29 48
49 86 48 93
50 91 44 99
51 90 2 83
52 1 26 3
53 100 27 76
54 67 49 84
55 81 1 88
56 26 85 97
57 94 49 98
58 91 7 69
59 10 41 27
60 88 27 89
61 90 27 73
62 76 93 17
63 82 36 77
64 88 7 76
65 99 37 84
66 67 34 88
67 100 50 96
68 33 97 76
69 87 14 67
70 18 94 70
71 28 21 20
72 98 73 31
73 70 7 85
74 72 44 70
75 98 45 79
76 68 8 89
77 69 16 92
78 91 45 97
79 99 7 79
80 15 49 8
81 72 30 85
82 27 18 33
83 13 4 4
84 74 29 72
85 35 83 75
86 14 84 98
87 97 39 71
88 69 27 94
89 74 36 67
90 5 70 69
91 95 28 73
92 72 76 48
93 94 23 79
94 78 78 88
95 92 62 82
96 71 36 92
97 22 2 2
98 88 86 99
99 80 33 92
