200 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 3 1 7
1 2 3 5
2 8 5 1
3 1 3 10
4 10 1 3
5 1 2 2
6 5 6 3
7 4 4 2
8 7 10 1
9 1 4 4
10 2 5 10
11 5 5 3
12 4 8 1
13 5 2 1
14 7 4 9
15 3 4 1
16 6 2 9
17 10 5 1
18 5 1 5
19 9 8 4
20 7 2 5
21 3 9 1
22 6 4 7
23 9 4 8
24 9 10 4
25 4 1 10
26 2 3 6
27 9 3 7
28 9 7 5
29 10 8 2
30 10 6 1
31 4 9 2
32 10 8 1
33 3 10 10
34 1 10 6
35 10 3 8
36 8 5 7
37 1 10 6
38 8 3 1
39 1 1 6
40 8 3 10
41 9 1 5
42 8 9 1
43 8 3 10
44 2 4 6
45 7 7 6
46 1 3 5
47 8 7 6
48 7 8 6
49 7 5 4
50 6 9 2
51 1 4 10
52 10 1 10
53 7 5 2
54 1 1 10
55 7 1 9
56 7 2 5
57 4 3 3
58 7 8 3
59 7 4 6
60 2 9 2
61 9 4 9
62 1 4 3
63 3 2 4
64 10 2 10
65 7 9 4
66 9 6 10
67 2 7 7
68 7 4 7
69 9 4 8
70 7 8 10
71 7 10 4
72 6 5 10
73 10 4 9
74 8 9 6
75 5 6 5
76 4 5 8
77 10 2 8
78 4 8 10
79 9 6 4
80 1 5 10
81 2 7 7
82 2 10 4
83 5 6 10
84 9 4 7
85 3 4 3
86 4 2 7
87 10 10 6
88 6 1 7
89 2 2 7
90 1 9 6
91 10 10 3
92 9 2 9
93 7 4 3
94 6 10 6
95 5 2 7
96 8 3 7
97 2 3 4
98 10 2 8
99 2 7 6
100 2 4 4
101 2 5 9
102 9 1 9
103 8 3 1
104 3 5 8
105 10 1 1
106 8 2 2
107 6 8 9
108 7 9 7
109 10 10 4
110 5 4 4
111 10 1 1
112 7 3 10
113 2 2 2
114 3 5 4
115 3 7 3
116 4 8 10
117 1 7 6
118 6 1 5
119 5 7 8
120 10 6 4
121 9 7 4
122 9 6 2
123 10 2 7
124 1 8 8
125 9 9 3
126 6 2 7
127 4 10 7
128 3 1 5
129 9 8 9
130 9 5 3
131 10 3 9
132 6 2 2
133 1 2 7
134 10 7 10
135 1 2 9
136 2 7 2
137 10 9 2
138 7 9 2
139 3 8 8
140 3 2 1
141 6 10 2
142 8 8 1
143 1 10 8
144 9 10 9
145 8 8 9
146 7 8 9
147 3 2 4
148 4 9 5
149 4 5 4
150 1 1 8
151 5 10 3
152 4 10 8
153 8 8 9
154 3 4 6
155 3 3 9
156 2 5 1
157 4 8 8
158 2 4 4
159 7 6 4
160 6 10 10
161 10 10 5
162 8 7 7
163 1 4 3
164 3 5 3
165 4 3 4
166 1 3 4
167 7 4 3
168 6 3 9
169 10 2 4
170 6 6 3
171 7 9 3
172 2 10 2
173 8 10 2
174 8 1 4
175 3 6 5
176 4 6 3
177 8 5 5
178 3 10 2
179 6 8 8
180 3 5 4
181 2 7 3
182 6 8 4
183 5 3 8
184 6 1 7
185 2 10 6
186 7 6 8
187 1 5 10
188 6 6 4
189 10 3 6
190 10 3 2
191 9 6 10
192 8 10 10
193 5 9 6
194 9 4 9
195 9 7 6
196 2 5 10
197 6 7 2
198 1 2 7
199 6 3 2
