100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 50 95 76
1 48 17 30
2 35 13 21
3 29 1 1
4 22 20 18
5 69 94 41
6 76 30 87
7 64 88 63
8 20 4 36
9 48 12 33
10 43 41 15
11 10 18 26
12 29 26 40
13 18 41 47
14 46 33 46
15 78 80 12
16 12 47 3
17 67 75 52
18 82 36 74
19 14 22 17
20 32 75 95
21 71 17 73
22 20 32 23
23 46 15 46
24 20 16 27
25 23 18 22
26 7 93 67
27 14 41 4
28 38 22 26
29 14 22 37
30 81 10 66
31 39 80 88
32 48 26 23
33 67 14 78
34 100 65 60
35 45 21 37
36 59 61 68
37 16 24 32
38 6 11 11
39 98 28 94
40 79 100 20
41 74 19 83
42 25 94 78
43 4 4 19
44 20 35 30
45 90 87 61
46 65 58 87
47 40 17 28
48 17 91 98
49 97 10 82
50 50 48 9
51 22 28 9
52 5 42 1
53 6 30 34
54 8 45 32
55 78 11 95
56 29 29 49
57 46 98 89
58 79 92 31
59 16 24 39
60 41 18 10
61 4 22 7
62 3 22 24
63 20 92 98
64 21 29 34
65 34 31 25
66 32 36 42
67 53 82 100
68 67 94 25
69 23 91 67
70 85 83 20
71 45 84 97
72 77 95 30
73 27 35 15
74 76 12 72
75 87 97 36
76 47 72 83
77 34 78 73
78 61 50 75
79 70 97 13
80 30 14 25
81 24 29 37
82 6 8 27
83 25 45 12
84 12 47 43
85 34 27 38
86 91 74 100
87 45 32 12
88 5 25 2
89 42 39 44
90 76 88 33
91 84 34 86
92 3 47 41
93 29 41 4
94 45 37 13
95 93 48 98
96 87 95 58
97 20 9 13
98 6 49 8
99 48 17 18
