150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 62 44 26
1 65 64 38
2 97 58 54
3 64 80 63
4 51 72 70
5 70 99 61
6 36 89 26
7 29 97 97
8 70 37 34
9 56 7 21
10 63 62 47
11 56 66 40
12 83 41 52
13 96 11 96
14 46 81 74
15 54 53 90
16 75 3 98
17 1 40 2
18 14 10 84
19 96 1 19
20 88 3 82
21 62 38 34
22 19 45 46
23 42 95 91
24 34 35 59
25 85 50 21
26 89 86 9
27 26 16 96
28 24 44 92
29 25 69 25
30 29 97 52
31 47 28 23
32 13 79 90
33 68 85 81
34 62 61 11
35 81 94 75
36 71 18 66
37 56 51 97
38 57 62 94
39 98 28 25
40 55 46 61
41 68 38 28
42 85 84 2
43 57 54 15
44 79 91 21
45 72 98 91
46 68 100 8
47 59 12 13
48 28 83 9
49 72 18 53
50 43 36 73
51 8 93 83
52 47 34 41
53 82 88 49
54 76 36 53
55 28 28 96
56 12 83 52
57 11 58 72
58 58 97 68
59 82 21 57
60 67 88 79
61 28 7 96
62 90 35 22
63 74 79 29
64 39 11 7
65 30 38 95
66 2 91 91
67 43 98 36
68 96 21 14
69 76 11 45
70 12 5 65
71 24 77 43
72 37 36 99
73 71 45 84
74 97 52 35
75 100 19 10
76 23 68 81
77 51 29 69
78 31 91 91
79 56 75 73
80 54 68 35
81 89 82 80
82 93 21 55
83 94 29 87
84 62 59 14
85 12 37 2
86 65 47 76
87 93 31 97
88 81 18 74
89 69 27 88
90 56 42 47
91 83 25 48
92 12 69 86
93 64 25 20
94 7 75 33
95 80 29 34
96 87 6 8
97 33 60 99
98 41 29 39
99 39 32 93
100 55 75 3
101 97 52 34
102 46 26 8
103 31 98 18
104 68 24 93
105 47 56 74
106 99 55 7
107 1 49 72
108 16 84 76
109 3 27 67
110 28 75 29
111 45 26 54
112 56 32 19
113 79 37 37
114 56 80 47
115 100 52 20
116 57 61 73
117 2 36 13
118 15 80 36
119 12 58 99
120 69 85 99
121 28 78 91
122 58 27 59
123 83 11 76
124 68 15 19
125 98 6 94
126 91 65 72
127 79 97 74
128 2 60 38
129 30 67 74
130 8 92 38
131 23 72 66
132 29 77 95
133 26 61 42
134 35 24 53
135 34 97 100
136 29 8 95
137 27 86 57
138 28 50 41
139 52 59 41
140 86 83 70
141 15 1 55
142 71 79 40
143 34 9 69
144 6 1 78
145 3 95 86
146 4 81 48
147 80 3 1
148 59 22 18
149 23 6 71
