200 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 3 4 10
1 6 10 2
2 3 2 8
3 9 1 5
4 9 5 5
5 7 7 10
6 4 6 1
7 9 9 9
8 2 9 4
9 4 6 9
10 6 2 5
11 2 10 10
12 5 10 6
13 7 1 5
14 7 9 4
15 8 10 6
16 6 7 2
17 8 10 10
18 5 1 9
19 8 9 10
20 5 9 5
21 4 1 8
22 5 3 8
23 1 5 7
24 6 5 6
25 1 4 2
26 10 1 3
27 8 7 3
28 8 3 1
29 5 5 8
30 8 9 9
31 10 9 8
32 1 4 6
33 7 6 7
34 10 6 7
35 3 4 5
36 6 2 1
37 6 9 2
38 6 2 4
39 4 8 1
40 6 2 6
41 10 3 1
42 4 5 5
43 10 8 5
44 6 3 2
45 1 6 4
46 9 1 3
47 3 1 1
48 6 9 5
49 5 1 4
50 10 4 4
51 8 3 9
52 10 8 8
53 3 1 5
54 9 2 10
55 9 3 2
56 5 3 5
57 6 5 10
58 2 9 2
59 8 9 6
60 4 8 4
61 1 8 7
62 3 2 10
63 4 3 6
64 7 7 2
65 8 4 2
66 8 6 7
67 2 4 3
68 6 4 2
69 7 7 3
70 2 1 1
71 4 8 10
72 6 10 5
73 6 8 1
74 1 8 9
75 3 5 7
76 1 4 10
77 5 9 3
78 5 7 9
79 6 2 3
80 1 1 8
81 10 7 4
82 6 5 5
83 7 6 2
84 3 2 5
85 8 10 1
86 3 8 1
87 4 7 1
88 4 2 6
89 2 4 7
90 6 1 5
91 10 2 5
92 7 7 10
93 1 3 2
94 6 6 9
95 7 5 7
96 1 10 8
97 4 6 5
98 3 3 4
99 2 10 8
100 9 6 6
101 4 3 9
102 6 1 3
103 2 2 8
104 6 9 1
105 3 3 7
106 1 7 1
107 10 2 1
108 4 8 9
109 7 9 4
110 6 1 8
111 9 9 4
112 9 6 5
113 7 6 4
114 3 8 10
115 10 9 2
116 4 3 8
117 6 6 1
118 1 4 6
119 8 3 10
120 9 1 8
121 1 6 1
122 4 9 8
123 5 7 5
124 4 9 3
125 2 3 5
126 9 3 8
127 6 8 5
128 2 3 4
129 10 5 2
130 1 3 1
131 8 9 8
132 2 10 9
133 6 4 4
134 8 7 4
135 4 6 2
136 10 6 6
137 4 2 5
138 5 5 3
139 8 7 5
140 2 9 1
141 3 8 5
142 8 5 7
143 3 3 10
144 6 9 1
145 5 3 7
146 2 7 1
147 9 6 4
148 3 3 9
149 4 3 6
150 1 7 7
151 6 9 1
152 3 8 2
153 4 9 2
154 4 5 2
155 6 8 5
156 1 9 5
157 8 1 6
158 3 8 6
159 9 4 8
160 7 3 3
161 7 3 2
162 9 8 2
163 1 10 10
164 7 10 9
165 5 10 7
166 2 5 10
167 2 4 5
168 10 10 1
169 4 1 6
170 10 9 2
171 7 6 10
172 5 2 2
173 4 9 9
174 7 8 10
175 9 6 1
176 7 10 9
177 6 8 1
178 1 4 8
179 7 5 5
180 7 7 7
181 10 9 4
182 2 10 1
183 9 2 3
184 6 4 4
185 8 2 3
186 8 8 6
187 1 10 1
188 3 9 2
189 7 2 10
190 4 8 9
191 8 6 8
192 6 3 8
193 6 8 10
194 7 1 10
195 7 3 9
196 10 9 4
197 2 4 8
198 2 10 5
199 7 7 7
