150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 89 93 38
1 29 95 88
2 49 83 67
3 85 56 100
4 72 47 83
5 18 30 22
6 97 74 19
7 82 12 67
8 5 37 7
9 73 5 98
10 90 98 77
11 5 38 11
12 87 9 90
13 15 33 9
14 17 20 38
15 10 74 73
16 83 72 30
17 19 42 6
18 71 99 24
19 66 72 45
20 64 85 86
21 23 17 4
22 98 75 75
23 50 27 42
24 72 75 96
25 18 15 18
26 8 5 48
27 67 47 93
28 24 42 25
29 41 43 24
30 49 16 37
31 23 22 43
32 92 97 34
33 36 18 31
34 24 97 73
35 48 91 99
36 44 82 87
37 10 89 69
38 25 40 26
39 83 54 68
40 24 7 25
41 31 43 13
42 34 13 6
43 91 97 20
44 25 97 98
45 77 22 70
46 45 45 46
47 29 10 44
48 32 12 15
49 50 25 10
50 12 3 25
51 38 100 91
52 4 41 48
53 91 87 80
54 21 40 16
55 41 14 35
56 68 44 97
57 1 28 2
58 32 40 46
59 83 70 52
60 75 77 12
61 15 74 95
62 64 54 82
63 24 29 33
64 93 60 76
65 14 16 38
66 99 79 52
67 74 17 78
68 30 22 33
69 20 47 45
70 21 46 2
71 13 12 21
72 23 39 30
73 40 46 40
74 10 19 40
75 63 54 63
76 88 76 27
77 14 41 7
78 45 73 77
79 29 71 89
80 30 28 5
81 72 76 30
82 26 7 12
83 18 9 21
84 97 80 10
85 32 35 5
86 7 49 31
87 24 8 25
88 2 10 15
89 7 15 46
90 96 18 90
91 48 89 67
92 34 32 11
93 12 72 70
94 7 4 38
95 26 30 5
96 100 88 9
97 88 93 82
98 4 37 19
99 50 55 73
100 27 36 35
101 92 79 64
102 39 14 40
103 32 96 89
104 80 12 88
105 40 29 20
106 68 10 86
107 19 2 16
108 68 83 8
109 9 3 46
110 70 100 16
111 43 35 32
112 36 17 35
113 47 38 27
114 18 48 30
115 39 47 10
116 68 51 95
117 67 74 62
118 20 40 40
119 25 34 22
120 68 54 97
121 35 38 37
122 43 48 43
123 29 79 75
124 32 37 21
125 25 32 41
126 23 37 46
127 58 85 51
128 7 11 11
129 26 20 34
130 32 12 5
131 84 83 94
132 28 15 8
133 19 43 20
134 4 42 14
135 27 79 91
136 94 100 42
137 89 75 88
138 17 3 4
139 36 27 30
140 83 37 78
141 2 26 12
142 26 34 7
143 45 20 18
144 56 68 83
145 42 79 75
146 80 92 22
147 25 8 36
148 36 1 24
149 2 15 46
