200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 66 77 42
1 52 83 69
2 94 67 100
3 97 94 15
4 2 78 89
5 31 35 33
6 84 4 75
7 75 75 70
8 36 42 44
9 69 75 41
10 98 37 91
11 77 40 78
12 93 6 70
13 83 45 71
14 10 95 91
15 78 49 81
16 84 1 76
17 69 80 52
18 97 75 62
19 72 6 78
20 40 37 5
21 85 53 54
22 36 32 41
23 8 35 4
24 34 48 35
25 94 18 97
26 87 44 98
27 68 33 84
28 88 44 100
29 100 28 66
30 88 28 93
31 3 18 1
32 92 2 95
33 74 16 71
34 73 81 67
35 78 29 66
36 94 9 83
37 10 97 98
38 67 13 67
39 100 44 97
40 7 13 22
41 95 35 74
42 100 45 69
43 30 42 41
44 77 19 83
45 58 65 64
46 67 45 96
47 76 35 74
48 19 72 77
49 71 62 52
50 80 73 29
51 99 95 75
52 91 22 79
53 2 96 66
54 89 54 58
55 85 35 94
56 29 75 68
57 40 99 77
58 89 3 68
59 24 26 33
60 5 88 66
61 16 38 43
62 15 46 40
63 99 1 98
64 71 31 66
65 76 39 98
66 88 22 90
67 90 52 82
68 26 86 87
69 19 12 3
70 66 97 12
71 80 21 86
72 14 50 28
73 94 17 95
74 90 12 97
75 100 40 88
76 45 48 11
77 26 38 44
78 96 29 83
79 100 68 13
80 95 20 71
81 89 11 79
82 2 94 93
83 78 3 75
84 71 72 9
85 76 19 98
86 84 31 66
87 79 16 90
88 71 39 96
89 53 97 83
90 41 8 25
91 72 16 86
92 73 61 68
93 97 49 76
94 76 98 37
95 69 63 58
96 83 2 93
97 80 49 94
98 30 39 34
99 88 60 68
100 96 30 84
101 90 6 68
102 91 66 50
103 90 1 83
104 82 100 19
105 73 7 100
106 78 28 69
107 43 91 72
108 89 11 75
109 95 32 77
110 77 92 26
111 35 5 2
112 69 21 89
113 22 76 77
114 44 70 86
115 93 4 80
116 70 38 80
117 88 96 20
118 98 92 22
119 56 80 67
120 73 11 68
121 85 86 38
122 94 40 78
123 83 13 71
124 89 26 93
125 92 48 93
126 74 79 73
127 100 4 91
128 75 22 95
129 20 36 34
130 94 9 70
131 81 78 79
132 48 21 28
133 76 23 76
134 78 21 92
135 82 71 4
136 88 2 100
137 76 92 41
138 65 94 91
139 66 8 73
140 79 66 78
141 91 14 71
142 70 86 66
143 92 26 81
144 94 12 74
145 96 13 67
146 100 11 76
147 71 30 92
148 85 8 91
149 80 99 49
150 87 16 71
151 78 9 94
152 92 91 25
153 26 5 36
154 38 19 33
155 66 77 3
156 86 39 77
157 93 83 15
158 84 45 95
159 85 46 85
160 61 98 59
161 31 46 36
162 67 39 68
163 97 10 79
164 81 68 11
165 81 41 66
166 94 10 89
167 10 96 71
168 86 18 83
169 67 98 58
170 73 77 6
171 67 16 80
172 93 46 94
173 86 47 80
174 85 9 75
175 73 28 99
176 50 64 90
177 84 48 78
178 27 11 23
179 89 46 72
180 79 28 85
181 50 95 58
182 84 19 80
183 71 12 92
184 6 78 99
185 24 77 70
186 40 12 41
187 92 17 76
188 93 7 73
189 71 76 48
190 98 47 91
191 75 43 100
192 89 43 70
193 6 32 10
194 92 40 66
195 82 27 89
196 55 74 73
197 55 66 96
198 75 69 41
199 82 35 84
