100 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 8 9 9
1 5 9 9
2 6 3 1
3 8 2 10
4 10 6 10
5 10 2 3
6 9 5 10
7 10 10 10
8 3 8 5
9 1 7 4
10 1 9 10
11 3 7 9
12 6 7 5
13 4 4 10
14 10 6 7
15 3 1 9
16 1 2 1
17 1 9 9
18 10 6 2
19 7 4 3
20 2 4 6
21 5 4 7
22 6 6 5
23 4 2 8
24 9 2 3
25 2 1 9
26 9 10 8
27 1 2 4
28 1 8 4
29 4 4 7
30 7 10 4
31 7 6 1
32 6 5 1
33 4 3 8
34 3 9 8
35 6 9 8
36 9 9 6
37 9 10 3
38 5 9 3
39 1 7 6
40 7 5 7
41 3 10 4
42 1 8 10
43 7 3 2
44 7 8 5
45 2 5 9
46 6 10 2
47 2 6 6
48 1 10 4
49 6 8 1
50 7 9 3
51 7 8 4
52 3 5 5
53 2 4 8
54 10 1 5
55 6 6 7
56 6 10 2
57 9 2 3
58 5 4 7
59 7 4 3
60 9 7 5
61 6 5 2
62 6 3 7
63 7 10 9
64 4 2 1
65 7 1 1
66 9 9 10
67 7 5 4
68 3 3 3
69 2 4 2
70 1 2 8
71 1 1 7
72 1 9 4
73 7 5 4
74 2 7 8
75 8 4 4
76 6 3 7
77 2 4 8
78 4 2 6
79 1 7 4
80 8 10 3
81 9 4 3
82 5 4 4
83 6 3 5
84 6 7 8
85 7 7 6
86 10 3 6
87 7 8 8
88 7 5 3
89 7 7 8
90 7 8 2
91 5 5 2
92 2 8 1
93 8 8 7
94 3 5 4
95 4 8 8
96 6 3 5
97 3 7 2
98 6 8 7
99 5 9 3
