200 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 42 85 73
1 66 9 100
2 18 77 79
3 6 24 22
4 1 66 91
5 23 75 73
6 45 96 90
7 37 97 92
8 22 89 77
9 9 98 94
10 4 70 68
11 20 86 88
12 7 4 29
13 57 51 81
14 83 45 79
15 21 72 82
16 97 60 70
17 58 62 60
18 92 27 66
19 15 93 72
20 10 69 73
21 2 78 94
22 80 88 39
23 59 94 69
24 43 48 46
25 15 48 35
26 41 97 95
27 30 42 34
28 11 90 92
29 44 91 97
30 87 66 22
31 88 29 89
32 9 81 76
33 3 92 76
34 37 70 79
35 41 77 87
36 17 72 76
37 66 5 87
38 10 9 39
39 22 81 89
40 98 44 80
41 20 94 88
42 87 22 98
43 44 73 80
44 61 64 71
45 18 66 66
46 93 84 39
47 26 94 66
48 47 100 93
49 15 100 94
50 77 75 30
51 43 77 66
52 21 38 17
53 42 97 96
54 16 96 98
55 10 99 82
56 14 86 72
57 16 84 92
58 29 80 72
59 34 93 84
60 16 100 78
61 26 94 83
62 42 5 29
63 47 91 77
64 16 70 90
65 45 78 80
66 16 90 92
67 38 95 72
68 37 84 91
69 39 89 66
70 16 99 95
71 76 73 26
72 12 32 39
73 9 79 86
74 33 50 27
75 68 72 9
76 83 84 77
77 29 91 90
78 60 63 53
79 40 74 82
80 25 81 79
81 71 66 69
82 37 83 72
83 85 74 16
84 38 70 82
85 100 68 6
86 24 85 88
87 7 84 71
88 37 75 66
89 40 69 76
90 5 45 50
91 31 69 89
92 35 69 74
93 3 87 86
94 26 69 82
95 60 91 78
96 24 74 67
97 38 71 69
98 17 95 88
99 47 73 79
100 20 69 71
101 22 81 96
102 32 84 81
103 45 83 80
104 18 70 87
105 39 99 69
106 11 91 86
107 38 67 79
108 43 74 73
109 93 98 43
110 30 77 92
111 71 80 35
112 39 92 90
113 18 95 79
114 21 88 89
115 50 69 90
116 94 74 2
117 28 79 86
118 25 66 79
119 18 77 87
120 73 74 35
121 42 15 8
122 14 94 91
123 8 95 93
124 47 92 92
125 26 68 79
126 36 97 77
127 1 69 92
128 32 84 68
129 19 66 83
130 17 97 79
131 87 75 40
132 23 89 96
133 68 84 55
134 41 70 86
135 2 83 95
136 91 82 56
137 42 28 23
138 14 70 77
139 23 14 21
140 26 87 87
141 19 11 17
142 31 82 84
143 32 92 82
144 87 75 38
145 87 12 88
146 93 50 67
147 22 95 96
148 60 60 74
149 17 100 69
150 71 53 78
151 53 97 58
152 40 95 71
153 43 95 75
154 21 79 86
155 76 16 72
156 88 56 83
157 95 97 89
158 45 45 3
159 97 84 79
160 38 77 94
161 73 44 86
162 31 99 86
163 2 82 85
164 83 5 90
165 75 1 82
166 48 77 95
167 43 84 93
168 27 77 78
169 95 63 69
170 9 94 94
171 41 70 85
172 45 95 97
173 45 84 96
174 8 84 96
175 37 99 70
176 86 46 99
177 40 82 92
178 49 91 98
179 22 79 87
180 22 68 100
181 15 69 87
182 91 29 88
183 88 67 35
184 15 80 86
185 92 10 92
186 73 68 66
187 32 70 74
188 11 38 6
189 22 70 76
190 11 3 13
191 55 82 76
192 38 92 82
193 99 79 8
194 40 73 84
195 30 91 88
196 37 32 24
197 58 72 61
198 28 90 92
199 40 76 72
