100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 57 53 68
1 54 66 85
2 38 72 90
3 75 97 60
4 78 9 85
5 63 74 91
6 88 100 21
7 100 78 86
8 84 70 80
9 99 76 82
10 66 71 67
11 97 93 81
12 22 91 76
13 52 82 62
14 82 34 73
15 94 6 70
16 77 85 99
17 34 12 38
18 56 99 87
19 39 74 100
20 68 65 53
21 28 74 74
22 69 71 85
23 98 95 56
24 65 60 83
25 73 98 49
26 56 82 100
27 72 88 90
28 73 50 84
29 91 77 36
30 61 70 100
31 69 98 96
32 95 58 84
33 68 93 68
34 19 26 30
35 77 46 71
36 40 79 76
37 82 50 75
38 97 78 44
39 75 90 32
40 88 92 98
41 16 16 7
42 84 96 54
43 88 35 84
44 63 63 98
45 94 58 62
46 42 16 23
47 90 80 94
48 65 77 92
49 31 69 89
50 88 95 52
51 73 73 2
52 88 86 73
53 74 68 71
54 9 84 72
55 44 12 27
56 68 99 70
57 50 75 53
58 69 73 84
59 99 75 85
60 90 71 69
61 56 68 85
62 85 50 82
63 86 55 81
64 84 99 78
65 94 89 56
66 68 81 55
67 96 75 72
68 70 45 82
69 68 31 93
70 76 88 75
71 64 84 89
72 98 54 51
73 86 80 97
74 75 87 85
75 93 27 74
76 98 21 86
77 89 84 96
78 12 96 80
79 97 96 70
80 52 58 83
81 71 99 81
82 54 64 55
83 62 90 60
84 90 76 98
85 71 67 17
86 37 90 85
87 36 88 87
88 62 82 81
89 27 87 96
90 56 100 69
91 12 87 68
92 82 85 59
93 50 56 65
94 87 92 61
95 15 49 34
96 40 71 77
97 60 64 92
98 99 42 94
99 71 89 69
