150 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 73 39 33
1 88 51 29
2 60 93 41
3 99 83 2
4 34 43 97
5 29 22 12
6 47 68 29
7 68 80 72
8 73 92 89
9 19 62 92
10 62 97 66
11 55 37 7
12 22 8 55
13 23 34 75
14 25 32 77
15 5 88 61
16 42 2 9
17 20 15 65
18 33 9 55
19 67 20 38
20 91 10 89
21 53 53 53
22 22 80 45
23 69 42 6
24 33 26 94
25 24 73 96
26 72 45 44
27 81 95 43
28 55 23 67
29 4 84 44
30 32 4 15
31 50 27 42
32 4 94 1
33 27 100 68
34 65 68 66
35 8 5 98
36 82 97 97
37 3 66 24
38 92 25 9
39 41 43 24
40 66 49 16
41 87 25 23
42 72 43 73
43 92 77 34
44 90 86 68
45 31 1 74
46 27 23 11
47 98 71 64
48 31 94 72
49 47 41 60
50 14 19 28
51 75 40 26
52 94 41 4
53 81 75 24
54 7 75 80
55 31 43 63
56 35 34 63
57 6 13 51
58 17 20 91
59 25 92 28
60 2 7 22
61 75 66 95
62 45 46 57
63 29 10 44
64 86 82 62
65 65 57 50
66 25 10 50
67 62 53 75
68 91 88 65
69 91 78 4
70 91 48 4
71 43 80 2
72 96 71 90
73 66 56 91
74 64 35 62
75 3 94 77
76 38 51 28
77 2 60 32
78 90 46 54
79 15 42 48
80 93 55 22
81 12 81 15
82 84 40 54
83 37 100 50
84 65 74 29
85 83 4 49
86 8 86 35
87 64 66 88
88 4 25 77
89 96 2 99
90 67 33 70
91 30 72 83
92 7 20 97
93 95 80 71
94 46 2 88
95 63 12 21
96 66 73 39
97 80 75 90
98 96 40 78
99 10 19 40
100 14 42 6
101 44 63 93
102 41 77 79
103 14 41 57
104 31 95 48
105 42 91 29
106 6 94 50
107 80 28 55
108 83 47 71
109 30 78 26
110 7 62 48
111 68 9 21
112 23 7 50
113 10 36 32
114 35 55 26
115 7 99 31
116 36 24 8
117 25 99 52
118 10 15 55
119 7 65 46
120 72 16 18
121 95 1 98
122 69 2 86
123 34 82 11
124 31 62 2
125 25 37 57
126 54 88 59
127 26 80 5
128 53 55 93
129 9 54 17
130 23 15 89
131 54 87 69
132 84 32 10
133 9 56 77
134 86 35 24
135 77 36 19
136 40 39 14
137 90 21 32
138 71 49 92
139 95 62 28
140 49 90 29
141 70 32 58
142 10 86 67
143 69 52 16
144 93 68 53
145 58 38 9
146 3 96 83
147 35 50 16
148 70 93 85
149 82 17 86
