100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 99 19 90
1 69 6 83
2 38 72 90
3 71 30 90
4 78 9 85
5 85 10 90
6 88 100 21
7 69 31 79
8 73 17 79
9 82 15 99
10 66 71 67
11 93 21 79
12 22 91 76
13 74 50 96
14 82 34 73
15 94 6 70
16 77 85 99
17 34 12 38
18 67 43 77
19 39 74 100
20 86 22 99
21 28 74 74
22 69 71 85
23 98 95 56
24 95 1 99
25 73 98 49
26 76 9 88
27 84 36 69
28 68 25 79
29 91 77 36
30 85 27 68
31 99 21 88
32 92 43 87
33 88 5 67
34 19 26 30
35 77 46 71
36 40 79 76
37 71 37 89
38 97 78 44
39 75 90 32
40 88 92 98
41 16 16 7
42 85 22 94
43 88 35 84
44 67 44 88
45 72 5 81
46 42 16 23
47 82 10 79
48 65 77 92
49 31 69 89
50 87 15 89
51 73 73 2
52 88 86 73
53 91 41 77
54 9 84 72
55 44 12 27
56 78 4 69
57 93 37 67
58 69 73 84
59 81 27 84
60 100 23 99
61 56 68 85
62 85 50 82
63 82 8 92
64 76 10 78
65 67 38 88
66 75 43 72
67 73 37 88
68 70 45 82
69 68 31 93
70 77 13 95
71 64 84 89
72 88 5 78
73 92 6 83
74 80 19 88
75 93 27 74
76 98 21 86
77 89 84 96
78 12 96 80
79 74 6 81
80 99 1 70
81 83 16 86
82 98 45 99
83 85 42 94
84 92 42 76
85 71 67 17
86 37 90 85
87 36 88 87
88 72 8 89
89 27 87 96
90 70 7 87
91 12 87 68
92 88 10 89
93 79 40 87
94 77 24 95
95 15 49 34
96 40 71 77
97 81 2 69
98 99 42 94
99 68 16 85
