150 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 32 27 21
1 20 30 35
2 8 5 10
3 12 34 3
4 9 28 29
5 9 23 1
6 19 30 25
7 24 18 6
8 16 21 32
9 10 9 30
10 10 24 7
11 14 8 26
12 12 30 1
13 12 26 33
14 14 13 15
15 26 9 17
16 29 21 22
17 29 6 2
18 4 23 20
19 12 3 1
20 32 19 13
21 15 5 22
22 29 32 23
23 28 35 5
24 32 2 21
25 28 16 33
26 18 16 23
27 5 10 16
28 22 6 25
29 5 3 7
30 33 17 6
31 28 4 5
32 11 22 22
33 27 23 15
34 29 33 16
35 6 32 35
36 26 6 2
37 4 18 34
38 33 12 20
39 32 5 18
40 7 31 19
41 32 27 26
42 20 26 8
43 21 18 20
44 25 23 26
45 21 23 30
46 13 29 20
47 4 9 28
48 28 34 7
49 8 32 14
50 14 25 35
51 4 17 35
52 13 5 25
53 19 5 19
54 18 20 14
55 31 17 31
56 26 6 2
57 26 32 12
58 3 15 8
59 5 18 34
60 19 34 29
61 9 6 9
62 2 27 1
63 19 7 1
64 30 18 34
65 5 8 16
66 2 34 34
67 31 17 15
68 3 15 28
69 12 13 33
70 7 26 24
71 29 28 30
72 5 32 9
73 19 31 28
74 22 12 30
75 4 21 26
76 17 3 10
77 18 21 13
78 25 3 1
79 19 5 27
80 9 23 23
81 33 12 29
82 9 16 19
83 34 19 27
84 25 2 25
85 27 5 35
86 25 11 5
87 14 30 24
88 15 20 9
89 30 34 8
90 16 8 22
91 9 19 5
92 13 11 34
93 15 27 28
94 25 2 11
95 20 25 15
96 4 32 26
97 4 28 22
98 31 25 21
99 24 17 2
100 15 11 21
101 13 2 15
102 5 8 4
103 6 8 21
104 17 20 31
105 3 18 20
106 6 28 14
107 5 28 2
108 7 24 15
109 24 3 30
110 35 24 13
111 13 35 26
112 12 18 26
113 1 1 24
114 19 28 21
115 6 31 18
116 33 2 19
117 31 11 8
118 21 10 25
119 35 28 33
120 14 5 3
121 24 1 7
122 35 27 29
123 5 23 12
124 14 32 35
125 20 25 7
126 25 10 4
127 23 26 9
128 20 24 20
129 29 23 35
130 20 6 15
131 18 3 21
132 17 13 19
133 20 26 6
134 15 1 14
135 33 21 34
136 14 21 27
137 32 9 10
138 2 24 17
139 11 11 22
140 6 1 23
141 4 6 6
142 24 30 25
143 1 35 33
144 24 27 25
145 25 19 22
146 19 33 2
147 11 30 28
148 5 18 5
149 11 28 6
