100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 79 84 17
1 97 82 6
2 87 93 5
3 98 96 16
4 83 74 37
5 88 69 29
6 99 12 85
7 3 9 42
8 40 10 36
9 73 68 50
10 78 92 39
11 81 95 32
12 1 44 21
13 74 82 46
14 81 84 1
15 68 70 24
16 89 1 69
17 88 90 39
18 96 100 69
19 82 75 10
20 75 93 46
21 74 81 9
22 90 75 7
23 66 85 49
24 17 89 95
25 49 26 37
26 71 78 43
27 96 95 26
28 66 84 22
29 92 70 11
30 30 19 14
31 93 81 6
32 72 70 53
33 31 75 73
34 75 71 46
35 74 89 11
36 79 74 50
37 73 31 85
38 6 84 72
39 86 81 12
40 88 59 98
41 68 92 32
42 56 87 90
43 73 88 1
44 82 39 96
45 78 95 20
46 77 99 31
47 69 79 49
48 23 94 92
49 97 69 31
50 94 86 42
51 69 96 6
52 89 91 41
53 73 90 45
54 73 69 49
55 95 100 4
56 74 85 28
57 93 88 25
58 87 90 37
59 28 92 92
60 95 77 45
61 77 99 11
62 91 88 45
63 94 84 32
64 80 95 19
65 54 88 75
66 78 75 9
67 75 67 30
68 69 76 28
69 89 73 12
70 22 75 93
71 96 87 44
72 82 77 27
73 70 95 67
74 45 16 9
75 67 79 33
76 97 2 79
77 68 85 38
78 96 3 72
79 90 71 45
80 90 87 28
81 68 67 27
82 45 26 5
83 7 18 40
84 99 83 39
85 87 69 2
86 66 96 22
87 15 7 20
88 79 15 71
89 71 98 66
90 15 3 8
91 96 90 45
92 86 88 18
93 70 99 20
94 58 53 98
95 98 75 14
96 86 69 30
97 100 77 50
98 79 66 14
99 90 77 16
