150 5 1
10 10 10 10000
10 10 9 8800
9 10 9 7720
5 5 9 700
7 10 10 6400
0 2 5 9
1 7 1 5
2 2 7 1
3 2 8 8
4 2 6 10
5 4 4 1
6 5 9 4
7 4 10 4
8 3 4 7
9 9 9 4
10 9 1 2
11 3 1 5
12 4 3 7
13 8 10 2
14 4 6 7
15 9 1 5
16 7 10 3
17 9 3 9
18 4 10 8
19 7 4 5
20 6 10 2
21 3 10 1
22 8 4 9
23 2 6 8
24 9 10 9
25 2 3 3
26 7 4 6
27 3 2 4
28 3 8 8
29 10 8 9
30 7 10 2
31 3 10 9
32 2 7 5
33 4 3 10
34 9 5 4
35 4 5 2
36 9 5 10
37 1 10 1
38 5 1 7
39 3 5 10
40 3 5 7
41 9 10 4
42 1 10 6
43 7 9 10
44 1 10 7
45 6 7 9
46 6 8 6
47 6 8 10
48 7 4 8
49 10 4 3
50 7 1 5
51 5 2 2
52 9 1 9
53 8 4 10
54 4 5 3
55 2 10 7
56 2 2 10
57 3 10 7
58 3 8 7
59 1 8 7
60 9 9 1
61 8 1 6
62 10 5 9
63 7 8 3
64 6 6 9
65 1 5 3
66 1 1 6
67 3 5 2
68 5 3 9
69 4 4 10
70 7 8 4
71 1 3 9
72 7 1 6
73 9 9 6
74 8 1 8
75 6 6 10
76 2 7 3
77 6 4 2
78 2 10 10
79 3 1 10
80 2 4 3
81 7 2 7
82 7 8 4
83 6 9 9
84 6 5 2
85 7 5 10
86 2 1 2
87 7 8 2
88 1 9 3
89 9 9 8
90 1 4 6
91 3 5 10
92 10 4 5
93 8 2 9
94 9 9 6
95 4 4 6
96 8 3 7
97 3 3 8
98 2 8 5
99 9 5 3
100 10 7 7
101 7 2 6
102 3 6 10
103 5 7 5
104 3 10 8
105 10 8 2
106 2 2 6
107 5 3 4
108 1 3 8
109 2 6 7
110 9 4 3
111 6 4 5
112 6 5 4
113 4 1 7
114 6 3 3
115 7 4 9
116 7 4 1
117 7 5 8
118 8 3 9
119 5 4 1
120 10 10 3
121 10 7 6
122 1 10 5
123 8 6 4
124 1 6 2
125 9 10 8
126 6 6 3
127 1 5 4
128 1 2 7
129 3 4 7
130 10 10 6
131 1 10 5
132 5 3 2
133 1 3 9
134 5 4 7
135 7 1 3
136 7 7 1
137 9 9 10
138 6 4 2
139 7 6 8
140 7 10 10
141 2 1 8
142 1 8 6
143 6 2 1
144 3 10 10
145 10 10 2
146 9 10 10
147 8 9 3
148 10 4 4
149 3 4 3
