50 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 80 52 82
1 67 95 69
2 7 95 73
3 62 80 88
4 75 78 58
5 18 92 79
6 89 75 7
7 76 77 58
8 68 39 83
9 62 90 70
10 87 61 54
11 15 91 86
12 50 59 96
13 33 94 95
14 43 12 26
15 42 84 96
16 37 84 67
17 92 61 78
18 78 61 51
19 99 55 89
20 99 69 85
21 83 54 88
22 88 63 63
23 79 96 20
24 90 43 82
25 67 25 91
26 99 96 91
27 75 67 93
28 84 100 73
29 89 87 50
30 85 10 88
31 1 38 1
32 42 45 32
33 63 58 66
34 81 93 90
35 100 71 8
36 34 72 83
37 32 8 27
38 77 64 84
39 73 56 70
40 72 78 66
41 69 9 72
42 78 68 72
43 37 49 42
44 7 48 2
45 87 20 72
46 84 11 97
47 97 90 91
48 85 96 71
49 54 64 77
