200 5 1
40 40 40 10000
40 28 33 4930
39 37 36 7741
32 20 39 2680
40 34 25 4375
0 6 12 20
1 8 12 1
2 29 35 3
3 8 12 14
4 10 31 14
5 7 12 6
6 1 26 21
7 8 10 8
8 28 30 31
9 25 4 7
10 32 27 34
11 12 24 12
12 34 34 33
13 29 11 14
14 5 3 35
15 35 21 23
16 15 17 4
17 34 14 18
18 3 32 22
19 18 5 14
20 23 6 7
21 17 9 21
22 12 16 29
23 11 3 8
24 27 27 17
25 1 35 30
26 28 7 34
27 25 4 8
28 5 22 13
29 29 23 15
30 23 14 14
31 31 26 27
32 10 18 3
33 16 20 30
34 18 25 9
35 31 32 30
36 10 5 2
37 19 4 16
38 25 27 18
39 4 26 32
40 33 22 1
41 7 27 23
42 24 24 33
43 9 16 11
44 17 18 27
45 11 3 27
46 5 14 6
47 16 12 22
48 5 32 7
49 11 17 1
50 25 22 15
51 15 4 19
52 32 22 16
53 24 32 33
54 19 15 22
55 15 29 23
56 12 22 27
57 33 21 9
58 8 15 29
59 35 3 18
60 17 8 1
61 1 33 28
62 19 29 21
63 31 29 1
64 12 32 35
65 28 30 25
66 35 29 33
67 12 10 35
68 1 18 12
69 1 35 26
70 3 12 6
71 2 32 31
72 31 11 31
73 33 21 30
74 34 17 9
75 14 21 7
76 24 1 19
77 27 16 9
78 15 7 26
79 4 28 19
80 30 6 35
81 13 20 6
82 29 18 25
83 27 35 9
84 1 22 26
85 12 2 16
86 5 25 5
87 5 13 15
88 4 21 25
89 27 29 33
90 30 7 12
91 12 19 26
92 33 29 24
93 1 19 1
94 34 30 33
95 11 8 21
96 10 12 27
97 4 11 34
98 14 21 10
99 8 30 32
100 3 3 7
101 14 34 31
102 15 35 11
103 34 26 25
104 19 14 10
105 7 26 35
106 9 17 26
107 25 16 14
108 4 15 3
109 21 2 22
110 18 7 28
111 20 9 6
112 16 28 5
113 17 23 35
114 3 1 2
115 4 20 23
116 9 12 19
117 6 35 27
118 10 1 5
119 10 4 11
120 35 25 25
121 5 18 16
122 4 24 14
123 20 4 9
124 33 18 22
125 21 8 16
126 4 17 29
127 17 19 21
128 31 34 9
129 2 7 3
130 6 4 6
131 17 30 23
132 12 22 8
133 14 14 20
134 4 6 34
135 12 16 31
136 2 32 19
137 16 16 15
138 18 15 1
139 33 5 22
140 26 14 34
141 4 7 26
142 26 21 10
143 33 2 14
144 21 23 9
145 8 8 28
146 33 18 20
147 35 12 27
148 3 6 15
149 15 13 9
150 27 25 24
151 13 30 14
152 26 16 23
153 24 7 15
154 4 25 18
155 29 9 32
156 19 18 14
157 21 16 5
158 1 14 1
159 13 12 22
160 3 8 9
161 5 10 22
162 25 8 26
163 34 29 26
164 26 3 30
165 28 15 27
166 27 27 14
167 16 3 14
168 26 1 32
169 12 29 31
170 4 27 3
171 22 19 3
172 17 24 1
173 18 14 27
174 32 14 33
175 22 10 25
176 1 3 24
177 31 29 12
178 20 22 34
179 6 5 21
180 8 32 18
181 30 24 28
182 8 8 30
183 17 28 8
184 32 19 5
185 12 15 33
186 14 26 14
187 16 22 22
188 15 9 1
189 27 5 1
190 17 19 16
191 22 27 17
192 28 22 10
193 13 22 22
194 7 23 7
195 28 10 2
196 1 22 30
197 31 29 28
198 3 18 6
199 22 35 4
