100 5 1
100 100 100 10000
91 55 60 1604
81 94 66 4031
53 83 84 2435
85 94 94 7013
0 47 87 79
1 43 69 81
2 27 95 76
3 77 39 67
4 82 1 68
5 44 26 4
6 99 7 82
7 77 12 99
8 96 56 97
9 86 37 98
10 84 31 68
11 85 67 11
12 77 31 77
13 74 66 47
14 5 40 32
15 26 13 33
16 70 48 86
17 39 88 84
18 14 4 32
19 2 14 49
20 56 77 60
21 92 66 28
22 94 34 75
23 93 13 92
24 97 21 73
25 94 21 73
26 99 7 80
27 77 7 87
28 84 14 99
29 9 5 12
30 92 62 92
31 73 4 67
32 18 11 8
33 68 38 92
34 12 25 23
35 80 25 90
36 40 26 25
37 86 10 67
38 80 66 87
39 74 10 98
40 76 25 84
41 80 27 95
42 26 76 91
43 19 9 30
44 81 20 70
45 82 22 71
46 88 27 85
47 72 93 34
48 80 83 71
49 74 21 72
50 75 49 68
51 97 100 41
52 80 5 83
53 69 32 68
54 70 40 79
55 88 18 66
56 71 40 74
57 78 74 63
58 89 16 77
59 94 8 82
60 80 12 67
61 95 18 67
62 68 67 62
63 82 49 83
64 52 59 86
65 20 22 20
66 84 37 90
67 99 11 99
68 50 97 55
69 88 77 31
70 91 18 99
71 96 4 77
72 90 49 73
73 66 14 96
74 81 29 87
75 100 48 81
76 25 100 90
77 80 7 76
78 35 100 67
79 7 84 86
80 99 28 98
81 70 27 100
82 86 47 95
83 64 63 77
84 69 12 93
85 82 17 77
86 76 9 66
87 82 24 97
88 68 22 94
89 39 45 42
90 64 87 91
91 72 69 18
92 73 32 88
93 26 91 96
94 88 82 24
95 26 90 88
96 96 99 1
97 82 17 85
98 73 31 99
99 76 55 59
